ParticipantID,Direction,ResponseTime
MS,space,0.370141029358
MS,space,0.346585988998
MS,space,0.316406011581
MS,space,0.279628038406
MS,space,0.357093095779
MS,space,0.363646030426
MS,space,0.278111934662
MS,space,0.363151073456
MS,space,0.357324838638
MS,space,0.405688047409
MS,space,0.403902053833
MS,space,0.401868104935
MS,space,0.345072031021
MS,space,0.593631982803
MS,space,0.317419052124
MS,space,0.993788003922
MS,space,0.448982000351
MS,space,0.31716299057
MS,space,0.392867803574
MS,space,0.338401079178
MS,space,0.368102073669
MS,space,0.331018924713
MS,space,0.567625999451
MS,space,0.318461894989
MS,space,0.500488996506
MS,space,0.290850877762
MS,space,0.42471909523
MS,space,0.477098941803
MS,space,0.311341047287
MS,space,0.351083040237
