ParticipantID,Direction,ResponseTime
MS,space,0.359970092773
MS,space,0.271720170975
MS,space,0.346866846085
MS,space,0.292397975922
MS,space,0.346367120743
MS,space,0.451273918152
MS,space,0.306082010269
MS,space,0.287719964981
MS,space,0.372204065323
MS,space,0.286216974258
MS,space,0.305667877197
MS,space,0.299931049347
MS,space,0.281412124634
MS,space,0.435688972473
MS,space,0.336375951767
MS,space,0.386000871658
MS,space,0.316056966782
MS,space,0.483850955963
MS,space,0.364408016205
MS,space,0.326191902161
MS,space,0.376019954681
MS,space,0.324177026749
MS,space,0.322246074677
MS,space,0.301697015762
MS,space,0.320675849915
MS,space,0.405194997787
MS,space,0.61901807785
MS,space,0.338630914688
MS,space,0.473805189133
MS,space,0.330191135406
