ParticipantID,Direction,ResponseTime
MK,space,0.749389886856
MK,space,0.278862953186
MK,space,0.280594825745
MK,space,0.295555114746
MK,space,0.340023040771
MK,space,0.253458023071
MK,space,0.273389816284
MK,space,0.286614179611
MK,space,0.284747123718
MK,space,0.353019952774
MK,space,0.422883033752
MK,space,0.343426942825
MK,space,0.278672933578
MK,space,0.605767011642
MK,space,0.564522981644
MK,space,0.325073957443
MK,space,0.297570943832
MK,space,0.384669065475
MK,space,0.317873001099
MK,space,0.34931397438
MK,space,0.329256057739
MK,space,0.296517133713
MK,space,0.518877983093
MK,space,0.307415008545
MK,space,0.344044208527
MK,space,0.341275930405
MK,space,0.492173910141
MK,space,0.35959982872
MK,space,0.303643941879
MK,space,0.304466962814
MK,space,0.298000097275
MK,space,0.347920894623
MK,space,0.350965023041
MK,space,0.334270954132
MK,space,0.402273893356
MK,space,0.317805051804
MK,space,0.373700857162
MK,space,0.311994075775
MK,space,0.283807992935
MK,space,0.359578132629
MK,space,0.507496833801
MK,space,0.452649831772
MK,space,0.40735912323
MK,space,0.324167966843
MK,space,0.389208078384
MK,space,0.390662908554
MK,space,0.57140994072
MK,space,0.371586799622
MK,space,0.364706993103
MK,space,0.328992128372
MK,space,0.416152000427
MK,space,0.363485813141
MK,space,0.389432907104
MK,space,0.369548082352
MK,space,0.316697120667
MK,space,0.38331413269
MK,space,0.32367682457
MK,space,0.330763101578
MK,space,0.385723114014
MK,space,0.347580909729
