ParticipantID,Direction,ResponseTime
VMM,space,0.492654085159
VMM,space,0.306187152863
VMM,space,0.277770996094
VMM,space,0.315444946289
VMM,space,0.301988124847
VMM,space,0.525283098221
VMM,space,0.450030088425
VMM,space,0.318104028702
VMM,space,0.321318864822
VMM,space,0.350430965424
VMM,space,0.384651899338
VMM,space,0.304772138596
VMM,space,0.344414949417
VMM,space,0.39156794548
VMM,space,0.287958860397
VMM,space,0.270164012909
VMM,space,0.327390909195
VMM,space,0.360676050186
VMM,space,0.30054807663
VMM,space,0.48396396637
VMM,space,0.372912883759
VMM,space,0.427210092545
VMM,space,0.299437046051
VMM,space,0.431411981583
VMM,space,0.32889509201
VMM,space,0.397442102432
VMM,space,0.409544944763
VMM,space,0.507109880447
VMM,space,0.395437955856
VMM,space,0.398841142654
VMM,space,0.390522003174
VMM,space,0.816143989563
VMM,space,0.3627409935
VMM,space,0.333792924881
VMM,space,0.374226093292
VMM,space,0.355778932571
VMM,space,0.428313016891
VMM,space,0.352344036102
VMM,space,0.452260971069
VMM,space,0.298182010651
VMM,space,0.363556861877
VMM,space,0.353461027145
VMM,space,0.373489141464
VMM,space,0.34149312973
VMM,space,0.379045009613
VMM,space,0.408042907715
VMM,space,0.374317884445
VMM,space,0.429312944412
VMM,space,0.570337057114
VMM,space,0.32418680191
VMM,space,0.348404169083
VMM,space,0.489140033722
VMM,space,0.296344041824
VMM,space,0.57390999794
VMM,space,2.16333985329
VMM,space,0.366289138794
VMM,space,0.335985898972
VMM,space,0.367825984955
VMM,space,0.334226131439
VMM,space,0.35525894165
