ParticipantID,Condition,PressedKey,TrialTime,StampedTime
pm,Left,left,1.94341993332,1.94318199158
pm,Left,left,1.94356107712,1.94344210625
pm,Left,right,4.27387094498,4.26085400581
pm,Left,left,8.8795170784,8.87926793098
pm,Left,right,15.743751049,15.7434980869
pm,Left,left,28.8801450729,28.879899025
pm,Left,right,35.4083371162,35.4080889225
pm,Right,left,58.1285839081,58.1062369347
pm,Right,left,59.7932059765,59.7929470539
pm,Right,right,69.8893561363,69.8891410828
pm,Right,right,69.889496088,69.8893771172
pm,Right,left,71.3545770645,71.3543119431
pm,Right,right,75.2975671291,75.297317028
pm,Right,left,77.9856050014,77.9854049683
pm,Right,left,77.9857461452,77.9856259823
pm,Right,right,85.9938099384,85.9936070442
pm,Right,right,85.9939520359,85.9938309193
pm,Right,left,87.433975935,87.4337279797
pm,Right,right,94.922150135,94.9219009876
pm,Right,left,116.224837065,116.202453136
pm,Right,left,117.218869925,117.21866703
pm,Right,left,117.219010115,117.218891144
pm,Right,right,124.89100194,124.890798092
pm,Right,right,124.89114213,124.891022921
pm,Right,left,127.867175102,127.866920948
pm,Right,right,133.611253977,133.61105299
pm,Right,right,133.611395121,133.611275911
pm,Right,left,136.78737092,136.787172079
pm,Right,left,136.787512064,136.787392139
pm,Right,right,143.219655991,143.219408035
pm,Right,left,145.403757095,145.403499126
pm,Right,right,154.179913044,154.179712057
pm,Right,right,154.180053949,154.179934978
pm,Left,left,176.508757114,176.50851202
pm,Left,left,176.508897066,176.508778095
pm,Left,right,180.13264513,180.132388115
pm,Left,left,183.012732983,183.012534142
pm,Left,left,183.012871027,183.012753963
pm,Left,right,185.604826927,185.604627132
pm,Left,right,185.604967117,185.604847908
pm,Left,left,189.444956064,189.444755077
pm,Left,left,189.445095062,189.444977045
pm,Left,left,193.309170008,193.308941126
pm,Left,left,193.309312105,193.309190989
pm,Left,right,193.581144094,193.580909014
pm,Left,right,193.581284046,193.581165075
pm,Left,left,199.229277134,199.229074955
pm,Left,left,199.229418039,199.229300022
pm,Left,right,205.893646955,205.893274069
pm,Left,left,207.74158597,207.741338015
pm,Left,right,211.11786294,211.117473125
pm,Left,left,233.262535095,233.262279987
pm,Left,left,233.262676954,233.262557983
pm,Left,right,235.494409084,235.49416399
pm,Left,left,238.766567945,238.766334057
pm,Left,left,238.766706944,238.766588926
pm,Left,right,240.867094994,240.854058027
pm,Left,left,244.126620054,244.126416922
pm,Left,left,244.126763105,244.126641035
pm,Left,right,247.462778091,247.46253109
pm,Left,left,250.622821093,250.622620106
pm,Left,left,250.622961998,250.622842073
pm,Left,right,253.190900087,253.190700054
pm,Left,right,253.191038132,253.190921068
pm,Left,left,256.103011131,256.102759123
pm,Left,right,258.15911603,258.158873081
pm,Left,left,262.295423985,262.295156956
pm,Left,right,265.695249081,265.695049047
pm,Left,right,265.695389032,265.695270061
pm,Left,left,269.191468954,269.191216946
pm,Right,lcommand,291.456166983,291.455960035
pm,Right,left,294.048372984,294.048089981
pm,Right,right,299.328299999,299.328097105
pm,Right,right,299.328439951,299.328323126
pm,Right,left,302.464457989,302.464210987
pm,Right,right,308.440653086,308.440406084
pm,Right,left,311.320760012,311.320508957
pm,Right,right,317.552865982,317.552664995
pm,Right,right,317.553005934,317.552886963
pm,Right,left,319.248981953,319.248739958
pm,Right,right,324.017156124,324.016905069
pm,Right,left,326.281167984,326.280970097
pm,Right,left,326.281306028,326.281188965
pm,Right,left,349.51411891,349.513819933
pm,Right,right,353.649981976,353.649783134
pm,Right,right,353.650120974,353.650002956
pm,Right,left,355.498059034,355.497854948
pm,Right,left,355.498198986,355.498080015
pm,Right,right,359.33820796,359.337959051
pm,Right,left,363.498337984,363.498089075
pm,Right,right,368.114449024,368.114202976
pm,Right,left,370.034519911,370.034275055
pm,Right,right,375.33863306,375.338434935
pm,Right,right,375.338772058,375.338654041
pm,Right,left,377.978775024,377.978527069
pm,Right,right,379.962835073,379.962592125
pm,Right,left,382.018897057,382.018649101
pm,Left,left,407.499871016,407.499581099
pm,Left,right,411.003695011,411.003493071
pm,Left,right,411.003834963,411.003715992
pm,Left,left,415.38788414,415.387681961
pm,Left,left,415.388024092,415.387905121
pm,Left,right,417.38792491,417.387727022
pm,Left,right,417.3880651,417.387946129
pm,Left,left,421.324028015,421.323828936
pm,Left,left,421.324167967,421.32404995
pm,Left,right,425.780321121,425.780097008
pm,Left,right,425.78046298,425.780344963
pm,Left,left,431.028316975,431.028106928
pm,Left,left,431.028456926,431.028338909
pm,Left,right,435.476458073,435.476259947
pm,Left,right,435.476598978,435.476480007
pm,Left,left,440.196670055,440.196419001
pm,Left,right,442.884762049,442.884511948
pm,Right,left,465.469669104,465.469378948
pm,Right,right,474.709635019,474.709434986
pm,Right,right,474.709775925,474.709656954
pm,Right,left,477.494072914,477.493788004
pm,Right,right,482.253895998,482.253690958
pm,Right,right,482.254037142,482.253917933
pm,Right,left,486.7021451,486.701945066
pm,Right,left,486.702291965,486.702172041
pm,Right,right,492.958259106,492.958044052
pm,Right,right,492.958399057,492.95828104
pm,Right,left,496.894325972,496.894125938
pm,Right,left,496.894465923,496.894346952
pm,Right,right,500.910681963,500.910298109
pm,Left,left,523.519423008,523.519134045
pm,Left,right,528.959401131,528.959150076
pm,Left,left,534.65554595,534.655297041
pm,Left,right,538.415688038,538.415427923
pm,Left,left,544.407866001,544.407618046
pm,Left,right,550.448034048,550.447780132
pm,Left,left,556.376235962,556.375987053
