ParticipantID,Condition,PressedKey,TrialTime,StampedTime
RHC,Left,left,0.575357198715,0.575075149536
RHC,Left,right,3.03146910667,3.03121399879
RHC,Left,left,4.44746303558,4.44718003273
RHC,Left,right,6.13548612595,6.13523602486
RHC,Left,left,8.34359717369,8.34335899353
RHC,Left,left,8.34373903275,8.34362006187
RHC,Left,right,12.5997982025,12.5995130539
RHC,Left,left,14.879776001,14.8795151711
RHC,Left,right,18.5520050526,18.5517082214
RHC,Left,left,22.8801071644,22.8798182011
RHC,Left,right,28.2002952099,28.2000021935
RHC,Left,left,29.6881501675,29.6878991127
RHC,Left,right,30.2961091995,30.29591012
RHC,Left,right,30.2962491512,30.2961301804
RHC,Left,left,32.2962970734,32.2960710526
RHC,Left,left,32.2964382172,32.2963190079
RHC,Left,right,36.9605259895,36.960242033
RHC,Right,left,58.4012510777,58.4009611607
RHC,Right,right,59.1770040989,59.1768112183
RHC,Right,right,59.1771430969,59.1770250797
RHC,Right,left,60.7373092175,60.7370281219
RHC,Right,right,62.1291501522,62.1289441586
RHC,Right,right,62.1292901039,62.1291720867
RHC,Right,left,63.6329631805,63.6326851845
RHC,Right,right,68.2734541893,68.2732172012
RHC,Right,right,68.2735981941,68.2734761238
RHC,Right,left,70.1214931011,70.1212620735
RHC,Right,left,70.1216330528,70.121514082
RHC,Right,right,71.8576080799,71.8573350906
RHC,Right,left,72.4734830856,72.4732370377
RHC,Right,right,77.2178030014,77.2175140381
RHC,Right,left,79.4738361835,79.4735560417
RHC,Right,right,81.6465370655,81.6462731361
RHC,Right,left,84.5299620628,84.5296800137
RHC,Right,right,86.8740041256,86.8737230301
RHC,Right,left,88.2339580059,88.233700037
RHC,Right,right,90.2260940075,90.225864172
RHC,Right,right,90.2262341976,90.2261161804
RHC,Right,left,93.5526502132,93.5394141674
RHC,Right,left,115.434941053,115.434698105
RHC,Right,left,115.435081005,115.434962988
RHC,Right,right,118.666943073,118.666707039
RHC,Right,right,118.667083025,118.666965008
RHC,Right,left,119.938930035,119.938673019
RHC,Right,right,122.24318409,122.242901087
RHC,Right,left,126.171254158,126.170968056
RHC,Right,right,128.523234129,128.522999048
RHC,Right,right,128.523374081,128.523257017
RHC,Right,left,130.219316006,130.21908617
RHC,Right,left,130.21945715,130.219338179
RHC,Right,right,132.515419006,132.515147209
RHC,Right,left,135.499532223,135.499245167
RHC,Right,right,137.73955512,137.739310026
RHC,Right,right,137.739696026,137.739577055
RHC,Right,left,139.579550028,139.579320192
RHC,Right,left,139.579690218,139.579572201
RHC,Right,right,141.755645037,141.755387068
RHC,Right,left,143.555646181,143.55542016
RHC,Right,left,143.555788994,143.555668116
RHC,Right,right,145.411646128,145.411445141
RHC,Right,right,145.411785126,145.411668062
RHC,Right,left,148.187822104,148.187584162
RHC,Right,left,148.187962055,148.187844038
RHC,Right,right,150.155978203,150.155707121
RHC,Right,left,151.619840145,151.619641066
RHC,Right,left,151.619980097,151.619861126
RHC,Left,left,173.028751135,173.028456211
RHC,Left,right,174.924630165,174.924381018
RHC,Left,left,177.188771009,177.188494205
RHC,Left,right,181.02097106,181.020682096
RHC,Left,left,183.748910189,183.748674154
RHC,Left,left,183.74905014,183.74893117
RHC,Left,right,187.093034029,187.092786074
RHC,Left,right,187.09317708,187.093058109
RHC,Left,left,189.581183195,189.580880165
RHC,Left,right,191.317152023,191.316918135
RHC,Left,right,191.317292213,191.317174196
RHC,Left,left,194.989326,194.989039183
RHC,Left,right,197.293390036,197.293110132
RHC,Left,left,198.797355175,198.79710412
RHC,Left,right,201.229430199,201.229201078
RHC,Left,right,201.229571104,201.229452133
RHC,Left,left,203.973607063,203.97332716
RHC,Left,right,205.805461168,205.805258036
RHC,Left,right,205.80560112,205.805482149
RHC,Left,left,207.733679056,207.733399153
RHC,Right,left,229.958384991,229.958144188
RHC,Right,left,229.958528042,229.95840621
RHC,Right,right,230.726336002,230.726087093
RHC,Right,left,231.966264009,231.966054201
RHC,Right,left,231.966403008,231.96628499
RHC,Right,right,236.598553181,236.598296165
RHC,Right,right,236.598694086,236.598575115
RHC,Right,left,238.446549177,238.446291208
RHC,Right,right,240.166590214,240.166356087
RHC,Right,right,240.166729212,240.166612148
RHC,Right,left,244.286813021,244.286574125
RHC,Right,left,244.286954165,244.286835194
RHC,Right,right,249.287054062,249.286766052
RHC,Right,left,251.102991104,251.102756023
RHC,Right,left,251.103131056,251.103013039
RHC,Right,right,253.503106117,253.502827168
RHC,Right,left,256.759254217,256.758965015
RHC,Right,right,261.191431046,261.191146135
RHC,Right,left,263.231357098,263.231094122
RHC,Right,right,264.551440001,264.551156044
RHC,Right,left,264.887291193,264.887050152
RHC,Left,left,287.264168024,287.263925076
RHC,Left,left,287.264308214,287.264190197
RHC,Left,right,289.21620512,289.215950012
RHC,Left,right,289.216344118,289.216227055
RHC,Left,left,291.008306026,291.008019209
RHC,Left,right,292.728290081,292.728011131
RHC,Left,left,294.424252033,294.42399621
RHC,Left,right,298.496435165,298.496182203
RHC,Left,right,298.496575117,298.496456146
RHC,Left,left,301.320677996,301.320391178
RHC,Left,right,304.104685068,304.104400158
RHC,Left,left,307.320717096,307.320475101
RHC,Left,left,307.320857048,307.320739031
RHC,Left,right,309.720746994,309.720514059
RHC,Left,right,309.720885992,309.720769167
RHC,Left,left,312.304905176,312.304638147
RHC,Left,left,312.305045128,312.304927111
RHC,Left,right,314.544982195,314.544701099
RHC,Left,left,315.976954222,315.976695061
RHC,Left,right,320.017152071,320.016907215
RHC,Left,right,320.017294168,320.017176151
RHC,Left,left,322.033227205,322.032945156
RHC,Left,right,323.713163137,323.712901115
RHC,Left,left,344.865884066,344.865596056
RHC,Left,right,346.649845123,346.649632215
RHC,Left,right,346.649986029,346.649867058
RHC,Left,left,350.658035994,350.657796144
RHC,Left,left,350.658179045,350.65805912
RHC,Left,right,352.850073099,352.84980917
RHC,Left,left,354.922224998,354.921940088
RHC,Left,right,358.458268166,358.458034039
RHC,Left,right,358.458407164,358.4582901
RHC,Left,left,360.722299099,360.722069025
RHC,Left,left,360.722437143,360.722321033
RHC,Left,right,362.170316219,362.170067072
RHC,Left,left,363.802390099,363.80215621
RHC,Left,left,363.80253005,363.802412033
RHC,Left,right,365.898476124,365.898236036
RHC,Left,right,365.898617029,365.898498058
RHC,Left,left,368.250565052,368.250324011
RHC,Left,left,368.250705004,368.250586987
RHC,Left,right,370.78662014,370.786383152
RHC,Left,right,370.786760092,370.786642075
RHC,Left,left,372.242695093,372.242462158
RHC,Left,left,372.242834091,372.242717028
RHC,Left,right,374.802650213,374.80243206
RHC,Left,right,374.802791119,374.802672148
RHC,Left,left,376.178788185,376.178514004
RHC,Left,right,378.138848066,378.138622999
RHC,Left,right,378.138986111,378.138870001
RHC,Left,left,379.674801111,379.674595118
RHC,Left,left,379.674939156,379.674823046
RHC,Left,right,380.986869097,380.986621141
RHC,Right,left,402.355735064,402.355441093
RHC,Right,right,403.547610044,403.547372103
RHC,Right,right,403.547771215,403.547633171
RHC,Right,left,405.747735023,405.747491121
RHC,Right,left,405.747877121,405.747757196
RHC,Right,right,408.475856066,408.475568056
RHC,Right,left,410.131836176,410.131603003
RHC,Right,left,410.131977081,410.13185811
RHC,Right,right,411.779864073,411.779623985
RHC,Right,right,411.780005217,411.779886007
RHC,Right,left,413.291895151,413.291658163
RHC,Right,left,413.29203701,413.291918039
RHC,Right,right,415.211994171,415.211752176
RHC,Right,right,415.212135077,415.212017059
RHC,Right,left,416.892045021,416.891808987
RHC,Right,left,416.892186165,416.892068148
RHC,Right,right,421.004276991,421.004034996
RHC,Right,right,421.004417181,421.004300117
RHC,Right,left,422.516200066,422.515964031
RHC,Right,left,422.516341209,422.516222
RHC,Right,right,426.300421,426.300118208
RHC,Right,left,431.788588047,431.788297176
RHC,Right,right,436.284729004,436.284439087
RHC,Right,left,458.394958019,458.372450113
RHC,Right,left,459.229389191,459.229120016
RHC,Right,right,459.869312048,459.869068146
RHC,Right,left,461.205308199,461.205108166
RHC,Right,left,461.205449104,461.205330133
RHC,Right,right,463.46156311,463.461256027
RHC,Right,left,466.165596008,466.165306091
RHC,Right,right,469.013748169,469.013458014
RHC,Right,left,470.501641035,470.501404047
RHC,Right,left,470.501780987,470.501663208
RHC,Right,right,472.3257761,472.325484991
RHC,Right,left,473.581735134,473.581495047
RHC,Right,left,473.581876993,473.581758022
RHC,Right,right,475.125802994,475.125560999
RHC,Right,right,475.125944138,475.12582612
RHC,Right,left,477.429949045,477.429653168
RHC,Right,right,480.7019701,480.701734066
RHC,Right,right,480.702110052,480.701992035
RHC,Right,left,483.35019207,483.349912167
RHC,Right,right,484.773947001,484.773746014
RHC,Right,right,484.774085999,484.77396822
RHC,Right,left,485.94196105,485.941764116
RHC,Right,left,485.942101002,485.941982031
RHC,Right,right,487.974238157,487.973955154
RHC,Right,left,489.838234186,489.838007212
RHC,Right,left,489.838374138,489.838256121
RHC,Right,right,492.198298216,492.198072195
RHC,Right,right,492.198439121,492.19832015
RHC,Right,left,493.894443035,493.894165993
RHC,Left,left,516.583163023,516.582920074
RHC,Left,left,516.583303213,516.583185196
RHC,Left,right,518.351183176,518.350923061
RHC,Left,left,520.31131506,520.311026096
RHC,Left,right,524.799421072,524.799111128
RHC,Left,left,526.695425987,526.695143223
RHC,Left,right,527.983289003,527.983080149
RHC,Left,right,527.983429193,527.983310223
RHC,Left,left,529.47153306,529.47125721
RHC,Left,right,533.895676136,533.895386219
RHC,Left,left,535.719606161,535.719370127
RHC,Left,left,535.719747066,535.719628096
RHC,Left,right,536.67151618,536.671318054
RHC,Left,right,536.671656132,536.671538115
RHC,Left,left,539.135798216,539.135518074
RHC,Left,right,540.735748053,540.735520124
RHC,Left,right,540.735886097,540.735769033
RHC,Left,left,542.103840113,542.103586197
RHC,Left,right,545.095924139,545.095694065
RHC,Left,right,545.096064091,545.095946074
RHC,Left,left,547.375977993,547.375726223
RHC,Left,left,547.376121998,547.376000166
RHC,Left,right,550.112082005,550.111853123
RHC,Left,right,550.112220049,550.112104177
RHC,Left,left,551.872134209,551.871872187
