ParticipantID,ContrastLevel,Direction,ResponseTime
MP,0.9,right,2.02683997154
MP,0.6,right,1.03196597099
MP,0.75,right,1.31924390793
MP,0.9,right,2.58646297455
MP,0.6,right,4.28858399391
MP,0.75,right,1.39952588081
MP,0.75,left,2.40729904175
MP,0.6,right,1.50107884407
MP,0.9,right,1.6087679863
MP,0.6,right,1.50335502625
MP,0.9,right,1.29096484184
MP,0.75,right,1.95895314217
MP,0.9,left,1.15093207359
MP,0.6,right,1.08917808533
MP,0.75,right,1.2774169445
MP,0.9,right,1.34626102448
MP,0.6,right,1.19615077972
MP,0.75,right,1.26841306686
MP,0.75,right,1.07361912727
MP,0.9,right,1.99855995178
MP,0.6,right,3.37330007553
MP,0.75,right,1.47465705872
MP,0.6,right,1.60681390762
MP,0.9,right,1.27747392654
MP,0.9,left,3.10621190071
MP,0.6,right,1.32276988029
MP,0.75,left,2.52538204193
MP,0.75,right,1.47739386559
MP,0.6,right,2.32188391685
MP,0.9,left,2.00326108932
MP,0.9,right,2.17793917656
MP,0.6,left,2.44888782501
MP,0.75,right,2.20466113091
MP,0.6,right,2.39470386505
MP,0.9,right,1.23258519173
MP,0.75,right,1.27140784264
MP,0.75,right,2.20480298996
MP,0.9,right,2.36304593086
MP,0.6,right,1.89034795761
MP,0.9,right,1.22982001305
MP,0.75,right,2.43655395508
MP,0.6,left,1.47305607796
MP,0.75,right,1.92536711693
MP,0.6,right,2.99868202209
MP,0.9,right,1.61149787903
MP,0.75,left,2.51420712471
MP,0.9,right,1.56303596497
MP,0.6,right,1.07584500313
MP,0.75,right,2.54504680634
MP,0.6,right,2.41645979881
MP,0.9,right,1.26965689659
