ParticipantID,ContrastLevel,Direction,ResponseTime
MS,0.9,right,2.51702523232
MS,0.75,right,1.37409996986
MS,0.6,right,1.90260195732
MS,0.75,right,1.21742486954
MS,0.9,right,1.61711502075
MS,0.6,left,2.23959803581
MS,0.75,left,2.36470603943
MS,0.6,right,3.13968801498
MS,0.9,right,1.14710402489
MS,0.75,left,3.05335903168
MS,0.6,right,1.51205086708
MS,0.9,left,3.40303587914
MS,0.6,right,1.1508641243
MS,0.9,right,1.03318691254
MS,0.75,right,1.90418386459
MS,0.9,right,1.97910618782
MS,0.6,right,1.27451610565
MS,0.75,left,3.05527901649
MS,0.6,left,2.63390612602
MS,0.75,left,1.93397212029
MS,0.9,left,2.10360002518
MS,0.6,right,1.08212018013
MS,0.9,right,1.45513010025
MS,0.75,left,2.41290283203
MS,0.6,right,1.51404595375
MS,0.75,left,2.0689868927
MS,0.9,right,1.58476495743
MS,0.75,left,2.56905794144
MS,0.9,right,2.29578614235
MS,0.6,right,1.65790987015
MS,0.9,left,2.39859294891
MS,0.6,left,1.98059296608
MS,0.75,left,1.59564113617
MS,0.6,right,1.26726317406
MS,0.9,right,1.44063615799
MS,0.75,left,1.67053413391
MS,0.9,left,2.3230381012
MS,0.75,right,1.23655414581
MS,0.6,left,1.72320103645
MS,0.75,right,1.46165084839
MS,0.9,left,1.68268299103
MS,0.6,left,2.36665296555
MS,0.6,left,2.51801300049
MS,0.9,left,2.84713888168
MS,0.75,right,2.5059928894
MS,0.75,left,3.29974603653
MS,0.6,right,1.87604284286
MS,0.9,right,3.07954406738
MS,0.75,left,2.14465403557
MS,0.6,left,2.55318593979
MS,0.9,left,2.27269601822
