ParticipantID,ContrastLevel,Direction,ResponseTime
MS,0.9,right,2.13538002968
MS,0.6,right,2.14446687698
MS,0.75,right,1.58454680443
MS,0.75,right,1.98478722572
MS,0.6,left,3.13620495796
MS,0.9,left,2.34345006943
MS,0.75,left,2.99145102501
MS,0.9,left,2.7089240551
MS,0.6,left,2.62136077881
MS,0.6,right,2.41032600403
MS,0.75,left,2.79949784279
MS,0.9,right,1.69245290756
MS,0.75,right,2.59981608391
MS,0.6,right,2.78115701675
MS,0.9,right,1.62717103958
MS,0.75,left,2.79302287102
MS,0.6,right,1.54229903221
MS,0.9,right,1.6237449646
MS,0.75,left,2.86154103279
MS,0.9,left,2.4320898056
MS,0.6,left,2.4125521183
MS,0.6,right,1.55361294746
MS,0.75,right,1.8192551136
MS,0.9,left,2.0015771389
MS,0.9,right,1.59223604202
MS,0.6,left,2.75970602036
MS,0.75,left,3.23026108742
MS,0.9,right,1.96127104759
MS,0.75,left,2.7692220211
MS,0.6,left,2.59977817535
MS,0.75,left,3.39732003212
MS,0.9,left,3.58509683609
MS,0.6,left,2.97339010239
MS,0.9,left,4.2197470665
MS,0.75,right,1.26151204109
MS,0.6,right,1.94693684578
MS,0.9,left,2.39569783211
MS,0.6,right,1.44136285782
MS,0.75,right,2.01520109177
MS,0.75,left,2.1572599411
MS,0.6,left,2.02882480621
MS,0.9,right,1.2978849411
MS,0.75,left,2.14197897911
MS,0.9,left,2.85450601578
MS,0.6,left,2.32945299149
MS,0.6,left,2.91425991058
MS,0.75,left,2.79439401627
MS,0.9,left,3.50352907181
MS,0.75,left,2.46302008629
MS,0.6,right,2.58637094498
MS,0.9,right,2.59235095978
