ParticipantID,ContrastLevel,Direction,ResponseTime
MS,0.75,right,4.8620929718
MS,0.9,right,3.61259889603
MS,0.6,right,3.39948678017
MS,0.9,right,3.66733217239
MS,0.6,right,4.30827021599
MS,0.75,left,4.10632300377
MS,0.9,left,4.25703883171
MS,0.6,right,3.76953792572
MS,0.75,left,5.42211508751
MS,0.6,left,6.48539805412
MS,0.75,right,3.78419113159
MS,0.9,left,4.81217098236
MS,0.75,right,5.06856703758
MS,0.9,left,4.9387140274
MS,0.6,left,5.01451396942
MS,0.75,right,3.78238010406
MS,0.6,left,4.02640795708
MS,0.9,left,3.68439292908
MS,0.6,left,5.40471792221
MS,0.75,right,4.42056703568
MS,0.9,left,3.42197799683
MS,0.9,left,4.64950489998
MS,0.6,right,5.77708292007
MS,0.75,left,6.15361404419
MS,0.75,left,6.08248901367
MS,0.9,left,6.97401380539
MS,0.6,left,6.54830312729
MS,0.9,right,5.25298500061
MS,0.75,left,4.89935588837
MS,0.6,right,2.7842168808
MS,0.75,left,4.00607800484
MS,0.6,left,6.12097597122
MS,0.9,left,4.04291582108
MS,0.9,right,8.42858886719
MS,0.6,left,8.5183031559
MS,0.75,left,5.74840307236
MS,0.6,left,6.27770209312
MS,0.9,right,7.34556698799
MS,0.75,left,6.7927339077
MS,0.75,left,7.34306192398
MS,0.9,right,4.14206695557
MS,0.6,left,7.52330589294
MS,0.6,right,2.78646612167
MS,0.75,right,4.54440402985
MS,0.9,left,5.58099007607
MS,0.6,left,3.80515384674
MS,0.9,right,6.47256398201
MS,0.75,right,5.11594200134
MS,0.9,right,4.39987587929
MS,0.75,left,7.52995800972
MS,0.6,left,8.12127184868
