ParticipantID,Direction,ResponseTime
CM,space,2.44640612602
CM,space,0.649748802185
CM,space,0.375787973404
CM,space,0.501332044601
CM,space,0.305862903595
CM,space,0.468120098114
CM,space,0.413468122482
CM,space,0.368701219559
CM,space,0.292192935944
CM,space,0.338591098785
CM,space,0.35489487648
CM,space,0.414915084839
CM,space,0.364097118378
CM,space,0.272650003433
CM,space,0.292304039001
CM,space,0.373000860214
CM,space,0.342466831207
CM,space,0.260116100311
CM,space,0.332381010056
CM,space,0.235996007919
CM,space,0.43778014183
CM,space,0.414543867111
CM,space,0.305004835129
CM,space,0.293390989304
CM,space,0.376563072205
CM,space,0.339530944824
CM,space,0.319437980652
CM,space,0.24794793129
CM,space,0.416512966156
CM,space,0.24288892746
