ParticipantID,ContrastLevel,Direction,ResponseTime
MS,0.9,right,1.83465099335
MS,0.6,left,1.81614017487
MS,0.75,right,1.08646702766
MS,0.75,right,1.37958407402
MS,0.6,left,1.61220002174
MS,0.9,right,1.26681995392
MS,0.9,left,1.52005696297
MS,0.6,left,1.86714410782
MS,0.75,right,1.37536382675
MS,0.75,left,1.57603597641
MS,0.6,left,1.88809204102
MS,0.9,right,1.06771802902
MS,0.75,left,1.52144789696
MS,0.6,right,1.3394818306
MS,0.9,right,1.87751579285
MS,0.9,left,2.58512806892
MS,0.75,right,1.31912899017
MS,0.6,left,1.75448012352
MS,0.6,right,1.1715130806
MS,0.9,right,1.63660883904
MS,0.75,left,1.70637392998
MS,0.9,right,1.16519808769
MS,0.6,right,1.59835004807
MS,0.75,right,1.56599497795
MS,0.6,left,2.40704298019
MS,0.75,left,2.77218699455
MS,0.9,right,1.38660812378
MS,0.6,left,2.2271270752
MS,0.75,left,1.54420495033
MS,0.9,left,2.24946784973
MS,0.9,left,2.3095459938
MS,0.75,right,1.44711494446
MS,0.6,left,1.35670614243
MS,0.9,left,1.36605286598
MS,0.6,right,1.72724294662
MS,0.75,left,1.60110592842
MS,0.75,left,2.20851802826
MS,0.6,left,1.22203993797
MS,0.9,left,1.46882510185
MS,0.75,left,2.06604099274
MS,0.9,right,1.46964287758
MS,0.6,left,1.53865814209
MS,0.75,left,2.10816907883
MS,0.9,right,1.11007499695
MS,0.6,left,3.84191799164
MS,0.9,right,1.38752508163
MS,0.6,left,2.65920114517
MS,0.75,right,2.70206093788
MS,0.75,left,2.04733514786
MS,0.6,left,2.52390694618
MS,0.9,left,1.94006204605
