ParticipantID,Direction,ResponseTime
CM,space,0.567439079285
CM,space,0.330950021744
CM,space,0.357892036438
CM,space,0.4381711483
CM,space,0.334363937378
CM,space,0.352545022964
CM,space,0.497981071472
CM,space,0.31028008461
CM,space,0.305805921555
CM,space,0.410524129868
CM,space,0.381359815598
CM,space,0.434470891953
CM,space,0.342096090317
CM,space,0.39078783989
CM,space,0.493632078171
CM,space,0.504954099655
CM,space,0.387537956238
CM,space,0.510652065277
CM,space,0.385097026825
CM,space,0.440724134445
CM,space,0.428791999817
CM,space,0.34273815155
CM,space,0.440080165863
CM,space,0.291631937027
CM,space,0.364828824997
CM,space,0.333464860916
CM,space,0.358289957047
CM,space,0.341767072678
CM,space,0.455415010452
CM,space,0.30850481987
