ParticipantID,ContrastLevel,Direction,ResponseTime
MS,0.75,right,1.30160307884
MS,0.9,right,3.44170999527
MS,0.6,left,4.40424084663
MS,0.75,left,3.63038516045
MS,0.6,right,4.86465907097
MS,0.9,left,4.43102502823
MS,0.9,right,3.56775784492
MS,0.75,right,1.79645705223
MS,0.6,right,1.61158585548
MS,0.9,right,2.37847995758
MS,0.75,right,1.82504296303
MS,0.6,right,1.83057880402
MS,0.6,right,3.46847510338
MS,0.9,right,4.09364795685
MS,0.75,left,6.00502300262
MS,0.6,left,3.9640519619
MS,0.9,right,3.31174993515
MS,0.75,right,1.90354514122
MS,0.75,right,1.94646978378
MS,0.6,right,3.65116596222
MS,0.9,left,4.22871994972
MS,0.6,right,1.49427294731
MS,0.9,right,4.13010382652
MS,0.75,left,2.95128703117
MS,0.75,right,1.55799198151
MS,0.6,left,3.32691001892
MS,0.9,left,3.63845801353
MS,0.75,right,1.55244994164
MS,0.9,right,3.29016494751
MS,0.6,left,4.93116402626
MS,0.9,right,3.35850906372
MS,0.75,right,1.86872005463
MS,0.6,right,2.55291509628
MS,0.9,right,1.50451922417
MS,0.6,left,2.17237305641
MS,0.75,right,1.39589214325
MS,0.9,left,3.36364197731
MS,0.6,right,2.83317399025
MS,0.75,right,3.34099388123
MS,0.9,right,1.53947210312
MS,0.6,right,2.90993499756
MS,0.75,right,2.14204001427
MS,0.6,left,4.5825419426
MS,0.9,right,1.64072704315
MS,0.75,left,2.68688511848
MS,0.9,right,2.29689383507
MS,0.6,left,2.89894199371
MS,0.75,right,1.43591499329
MS,0.6,right,1.51430106163
MS,0.75,right,1.48510694504
MS,0.9,right,1.20962095261
