ParticipantID,ContrastLevel,Direction,ResponseTime
MS,0.6,left,3.28284907341
MS,0.75,left,2.26758003235
MS,0.9,right,1.53520989418
MS,0.9,right,1.75342416763
MS,0.75,right,1.37844491005
MS,0.6,right,1.15507292747
MS,0.6,right,1.20531797409
MS,0.75,left,2.50949001312
MS,0.9,right,1.39839887619
MS,0.9,left,2.39847707748
MS,0.6,right,1.73214006424
MS,0.75,left,2.31818294525
MS,0.9,right,1.51147508621
MS,0.75,left,3.10647296906
MS,0.6,right,1.87495207787
MS,0.6,right,1.60650706291
MS,0.75,right,1.70997691154
MS,0.9,left,3.40066289902
MS,0.75,right,1.58033299446
MS,0.6,right,1.35658788681
MS,0.9,left,2.31839108467
MS,0.6,right,1.24005508423
MS,0.9,right,1.22269201279
MS,0.75,left,2.34239888191
MS,0.75,right,1.82234621048
MS,0.9,right,1.51646018028
MS,0.6,left,2.66342902184
MS,0.9,left,2.1382329464
MS,0.75,right,1.52325391769
MS,0.6,left,2.04619121552
MS,0.6,right,1.20257878304
MS,0.9,right,1.36282014847
MS,0.75,right,2.87625694275
MS,0.9,left,2.03059101105
MS,0.6,right,1.3558819294
MS,0.75,left,2.51754593849
MS,0.9,left,5.51886606216
MS,0.75,right,2.76203608513
MS,0.6,left,1.95249605179
MS,0.9,right,1.31336903572
MS,0.75,left,2.22848296165
MS,0.6,right,1.66544795036
MS,0.9,left,1.94214105606
MS,0.75,left,1.70295000076
MS,0.6,left,2.94612312317
MS,0.9,right,1.81681609154
MS,0.6,right,2.99111485481
MS,0.75,right,1.76471281052
MS,0.9,right,1.69307589531
MS,0.75,left,2.83256602287
MS,0.6,left,2.76427102089
