ParticipantID,Direction,ResponseTime
MS,space,0.368692159653
MS,space,0.325529098511
MS,space,0.262635946274
MS,space,0.251310825348
MS,space,0.287848949432
MS,space,0.361680984497
MS,space,0.295328855515
MS,space,0.709547996521
MS,space,0.390522956848
MS,space,0.452085018158
MS,space,0.455487012863
MS,space,0.539608001709
MS,space,0.345847129822
MS,space,0.439082860947
MS,space,0.606525182724
MS,space,0.356513023376
MS,space,0.284585952759
MS,space,0.408504009247
MS,space,0.309098958969
MS,space,0.312651872635
MS,space,0.292293071747
MS,space,0.247946977615
MS,space,0.252808094025
MS,space,0.332653999329
MS,space,0.29926109314
MS,space,0.421585083008
MS,space,0.327975034714
MS,space,0.326746940613
MS,space,0.279823064804
MS,space,0.340141057968
