ParticipantID,ContrastLevel,Direction,ResponseTime
MP,0.75,right,0.978688001633
MP,0.6,right,0.955908060074
MP,0.9,right,1.08575820923
MP,0.9,right,1.17085123062
MP,0.6,left,2.38040590286
MP,0.75,right,0.954948186874
MP,0.75,right,0.989530086517
MP,0.6,left,1.55810594559
MP,0.9,right,0.934825181961
MP,0.9,right,0.88214802742
MP,0.75,left,1.57584190369
MP,0.6,right,1.23996686935
MP,0.6,left,2.58996701241
MP,0.9,right,0.884047985077
MP,0.75,right,1.04964590073
MP,0.75,right,2.56813097
MP,0.9,right,1.54296517372
MP,0.6,right,2.14446306229
MP,0.75,right,1.11272406578
MP,0.6,right,1.10841798782
MP,0.9,right,0.808125019073
MP,0.75,right,1.13637399673
MP,0.9,right,1.315128088
MP,0.6,right,2.86260890961
MP,0.9,right,0.984905958176
MP,0.6,right,1.8422498703
MP,0.75,right,2.31129312515
MP,0.9,left,1.83265304565
MP,0.75,right,1.02216911316
MP,0.6,right,1.66187405586
MP,0.6,right,1.86652302742
MP,0.9,right,2.02288007736
MP,0.75,right,1.03683400154
MP,0.9,right,1.21969079971
MP,0.6,right,1.30737686157
MP,0.75,right,1.37470984459
MP,0.6,right,3.65530395508
MP,0.9,left,3.0808300972
MP,0.75,right,0.785842180252
MP,0.75,right,2.96363306046
MP,0.6,left,1.44160199165
MP,0.9,right,1.16732096672
MP,0.6,right,2.72902107239
MP,0.75,right,4.50494003296
MP,0.9,right,1.06258487701
MP,0.75,right,1.23640704155
MP,0.9,right,1.04321193695
MP,0.6,left,2.92179393768
MP,0.75,right,1.64990520477
MP,0.9,right,1.72731900215
MP,0.6,right,3.17709589005
