ParticipantID,ContrastLevel,Direction,ResponseTime
MS,0.9,right,1.38561105728
MS,0.75,right,1.38586091995
MS,0.6,left,2.0186920166
MS,0.9,right,1.41665101051
MS,0.75,left,1.77585196495
MS,0.6,right,1.04755806923
MS,0.9,left,2.12593507767
MS,0.6,left,2.16705989838
MS,0.75,left,2.61474394798
MS,0.9,right,1.15544295311
MS,0.75,left,2.08511996269
MS,0.6,right,1.14421105385
MS,0.6,left,2.23480701447
MS,0.9,left,2.09555506706
MS,0.75,left,3.06590390205
MS,0.75,left,4.62798714638
MS,0.9,left,4.78836393356
MS,0.6,left,1.9581990242
MS,0.9,right,1.95023322105
MS,0.75,left,2.118901968
MS,0.6,left,2.15279698372
MS,0.75,right,2.01700806618
MS,0.9,left,1.86295104027
MS,0.6,left,2.32343006134
MS,0.75,right,1.59585189819
MS,0.6,right,1.84319210052
MS,0.9,left,2.712277174
MS,0.9,right,2.55318593979
MS,0.6,left,2.06463003159
MS,0.75,left,2.78842711449
MS,0.75,left,1.77821588516
MS,0.9,left,1.9298081398
MS,0.6,left,2.49158096313
MS,0.9,right,1.54104304314
MS,0.6,right,1.68657612801
MS,0.75,left,2.31455397606
MS,0.9,left,1.75601291656
MS,0.75,right,1.06834697723
MS,0.6,left,2.3536939621
MS,0.6,right,1.41823506355
MS,0.75,right,2.36936187744
MS,0.9,left,1.88057994843
MS,0.75,right,1.50811100006
MS,0.6,right,1.25486397743
MS,0.9,left,1.81223297119
MS,0.6,left,1.7387740612
MS,0.75,left,2.09971499443
MS,0.9,left,1.70238995552
MS,0.6,left,1.82552695274
MS,0.75,left,1.38321900368
MS,0.9,right,1.78373503685
