ParticipantID,ContrastLevel,Direction,ResponseTime
MS,0.6,left,1.7033059597
MS,0.75,left,1.81042098999
MS,0.9,right,1.0808570385
MS,0.9,left,1.70984697342
MS,0.6,right,1.26441502571
MS,0.75,left,1.48586392403
MS,0.75,right,1.41024494171
MS,0.9,right,1.66524481773
MS,0.6,left,1.4617729187
MS,0.75,right,1.19489502907
MS,0.9,right,1.10665416718
MS,0.6,left,1.71074700356
MS,0.9,left,1.91317605972
MS,0.6,left,1.70733594894
MS,0.75,right,1.40572714806
MS,0.9,left,1.45274400711
MS,0.6,left,1.27443909645
MS,0.75,right,1.66341304779
MS,0.6,left,1.85205292702
MS,0.75,right,1.61699914932
MS,0.9,right,1.39139914513
MS,0.75,left,2.43139314651
MS,0.6,left,1.53971195221
MS,0.9,right,1.22130203247
MS,0.75,right,1.68405389786
MS,0.9,right,1.25597500801
MS,0.6,right,1.37346601486
MS,0.6,right,1.66189813614
MS,0.75,right,1.56236004829
MS,0.9,right,1.29925489426
MS,0.9,right,1.49537801743
MS,0.75,left,2.20291209221
MS,0.6,left,1.96929383278
MS,0.6,left,1.40920901299
MS,0.75,right,1.86430597305
MS,0.9,right,1.15657520294
MS,0.75,left,1.97407603264
MS,0.6,left,1.69335198402
MS,0.9,left,2.00865602493
MS,0.75,left,1.91863298416
MS,0.6,left,1.56860494614
MS,0.9,left,2.24955701828
MS,0.75,right,1.1655330658
MS,0.9,left,1.94326090813
MS,0.6,left,2.72813796997
MS,0.9,left,1.7279510498
MS,0.6,left,2.82552504539
MS,0.75,left,2.36559820175
MS,0.9,left,2.56461000443
MS,0.75,left,3.69161605835
MS,0.6,left,3.61964511871
