ParticipantID,Direction,ResponseTime
ms,space,0.433357000351
ms,space,0.279980897903
ms,space,0.291332006454
ms,space,0.355273962021
ms,space,0.283238887787
ms,space,0.284383058548
ms,space,0.306184053421
ms,space,0.293448925018
ms,space,0.40308880806
ms,space,0.356563091278
ms,space,0.446366071701
ms,space,0.339223861694
ms,space,0.346817016602
ms,space,0.402652025223
ms,space,0.291167974472
ms,space,0.397681951523
ms,space,0.29231095314
ms,space,0.302509069443
ms,space,0.353557109833
ms,space,0.300010919571
ms,space,0.357880115509
ms,space,0.306429862976
ms,space,0.359338998795
ms,space,0.347213029861
ms,space,0.336509943008
ms,space,0.381714105606
ms,space,0.726940155029
ms,space,0.303935050964
ms,space,0.328262090683
ms,space,0.299383878708
