ParticipantID,Direction,ResponseTime
MP,space,0.379138946533
MP,space,0.294697999954
MP,space,0.298404932022
MP,space,0.382424116135
MP,space,0.29981803894
MP,space,0.300240039825
MP,space,0.291903018951
MP,space,0.3189702034
MP,space,0.305292129517
MP,space,0.292695999146
MP,space,0.380836963654
MP,space,0.500310897827
MP,space,0.307834148407
MP,space,0.357868909836
MP,space,0.289113044739
MP,space,0.314523935318
MP,space,0.272553920746
MP,space,0.262763977051
MP,space,0.368701934814
MP,space,0.332430124283
MP,space,0.320504903793
MP,space,0.325099945068
MP,space,0.519942045212
MP,space,0.32164478302
MP,space,0.32777094841
MP,space,0.297988891602
MP,space,0.300810098648
MP,space,0.316600799561
MP,space,0.390506029129
MP,space,0.268859863281
