PartInitials,Age,Gender,DominantEye,Handedness,LEContrast,REContrast,EyeContrastRatio,LEExpContrast,REExpContrast
MK,MK,18,F,R,L,0.012589254117941673,0.015848931924611145,0.794328234724281,0.794328234724281,1
