PartInitials,Age,Gender,DominantEye,Handedness,LEContrast,REContrast,EyeContrastRatio,LEExpContrast,REExpContrast
MS,MS,25,M,R,R,0.011220184543019636,0.015848931924611145,0.7079457843841376,0.7079457843841376,1
