ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Left,right,1.55444502831
RH,Right,right,1.01060414314
RH,Right,right,1.18550109863
RH,Left,right,1.47381401062
RH,Right,right,1.24543809891
RH,Left,left,1.92289686203
RH,Right,right,1.45141410828
RH,Left,right,1.31261086464
RH,Left,left,1.49127078056
RH,Right,left,3.45418405533
RH,Left,right,1.43760514259
RH,Right,left,1.99485611916
RH,Right,left,1.880671978
RH,Left,right,1.37137508392
RH,Left,right,1.39540696144
RH,Right,right,1.03457093239
RH,Right,left,2.66500592232
RH,Left,left,2.11514616013
RH,Right,right,1.42009496689
RH,Left,right,1.65834307671
RH,Left,right,1.60486197472
RH,Right,right,1.18672013283
RH,Left,left,2.54650115967
RH,Right,right,1.20931911469
RH,Left,right,1.59209895134
RH,Right,right,1.67088198662
RH,Left,right,1.39392399788
RH,Right,right,1.52098798752
RH,Left,right,1.42655897141
RH,Right,right,1.4564409256
RH,Left,right,1.54710292816
RH,Right,right,1.88393306732
RH,Left,left,2.19884300232
RH,Right,right,1.32441091537
RH,Left,right,1.26218795776
RH,Right,right,1.82698202133
RH,Right,left,1.76799988747
RH,Left,right,1.51176786423
RH,Right,right,1.36188983917
RH,Left,left,2.69035387039
RH,Left,left,2.1533870697
RH,Right,right,1.37709093094
RH,Left,left,1.98495411873
RH,Right,right,1.60736203194
RH,Right,left,1.79768919945
RH,Left,left,2.11610507965
RH,Left,left,1.72483205795
RH,Right,right,1.59806609154
RH,Left,left,2.02095794678
RH,Right,right,1.40226697922
