ParticipantID,VisibleHemifield,Direction,ResponseTime
CM,Left,right,2.13234305382
CM,Right,left,2.08535599709
CM,Left,right,1.65636086464
CM,Right,left,2.26890301704
CM,Left,right,1.3204100132
CM,OddLeft,right,1.96351504326
CM,Right,left,2.20910811424
CM,Left,right,1.88686704636
CM,Right,left,1.96213698387
CM,OddLeft,right,1.94684195518
CM,Left,left,4.17664504051
CM,Right,left,4.14039611816
CM,Left,left,5.03126001358
CM,OddRight,left,0.02654504776
CM,Right,left,4.17343306541
CM,Left,left,5.97730898857
CM,Right,right,2.80926585197
CM,OddRight,right,0.0264678001404
CM,Left,left,2.3722910881
CM,Right,left,1.75570511818
CM,Left,left,2.56488800049
CM,Right,left,4.33167004585
CM,Left,right,2.62452912331
CM,OddRight,right,2.01368880272
CM,Right,left,4.60069298744
CM,Left,right,1.3120200634
CM,Right,left,1.579185009
CM,Left,right,1.93141078949
CM,OddLeft,right,2.11436295509
CM,Right,left,2.26816391945
CM,Left,right,1.43956589699
CM,Right,left,1.71721100807
CM,Left,left,1.4797000885
CM,OddRight,right,2.78232002258
CM,Right,left,3.3353099823
CM,Left,right,1.25396680832
CM,Right,right,1.45211100578
CM,OddRight,right,1.81377696991
CM,Left,right,1.23547887802
CM,Right,right,2.40223407745
CM,Left,right,1.20792293549
CM,Right,left,3.88751888275
CM,Left,left,3.86312389374
CM,OddLeft,left,0.0264880657196
CM,Right,left,3.08631587029
CM,Left,left,2.04737210274
CM,Right,left,1.74795508385
CM,Left,right,1.27692914009
CM,OddRight,right,1.89685988426
CM,Right,right,1.68203210831
CM,Left,right,1.84368395805
CM,Right,right,1.48837518692
CM,OddRight,right,3.8176381588
CM,Left,left,2.98890686035
CM,Right,left,1.8740940094
CM,Left,right,1.1735329628
CM,Right,left,3.68653202057
CM,Left,right,1.46266102791
CM,OddRight,right,2.36472201347
CM,Right,left,2.11242985725
CM,Left,right,1.05012798309
CM,Right,right,1.40868186951
CM,OddLeft,right,1.66345119476
