ParticipantID,VisibleHemifield,Direction,ResponseTime
MS,Left,right,2.27326989174
MS,Right,right,1.6030728817
MS,Left,right,1.49006009102
MS,Right,right,1.34920120239
MS,Left,left,2.96625089645
MS,Right,left,1.96385192871
MS,Right,left,2.16309809685
MS,Left,right,1.27404499054
MS,Left,left,1.8458738327
MS,Right,left,3.44226312637
MS,Right,left,2.20989203453
MS,Left,right,1.82260513306
MS,Left,right,1.27556681633
MS,Right,left,1.46370697021
MS,Right,left,1.7399020195
MS,Left,right,1.07643008232
MS,Left,left,1.5208439827
MS,Right,left,1.45037102699
MS,Right,left,1.91933488846
MS,Left,left,2.87268400192
MS,Left,left,1.73680305481
MS,Right,right,1.04995989799
MS,Right,left,2.47981882095
MS,Left,right,1.4093940258
MS,Right,left,2.64781498909
MS,Left,left,2.64258694649
MS,Left,right,1.17330503464
MS,Right,left,1.18142986298
MS,Left,right,1.20578193665
MS,Right,left,2.32470917702
MS,Right,left,1.33887290955
MS,Left,right,0.899962902069
MS,Left,left,1.36811709404
MS,Right,left,2.128647089
MS,Right,right,2.04102301598
MS,Left,left,2.30091094971
MS,Left,right,2.2143599987
MS,Right,right,1.69892692566
MS,Right,left,2.52578997612
MS,Left,right,1.18967700005
MS,Right,left,2.16335201263
MS,Left,left,1.35420393944
MS,Left,left,2.40285205841
MS,Right,right,1.8160970211
MS,Right,left,2.34150409698
MS,Left,left,4.25295305252
MS,Right,right,1.34050703049
MS,Left,right,1.33380103111
MS,Right,left,2.52764296532
MS,Left,right,1.19127678871
