ParticipantID,VisibleHemifield,Direction,ResponseTime
MS,Left,right,1.24591994286
MS,Right,right,1.5878469944
MS,Right,left,1.96395802498
MS,OddLeft,right,1.3120970726
MS,Left,left,2.53262400627
MS,Left,right,1.12491202354
MS,Right,right,1.53612184525
MS,Right,right,1.49816203117
MS,OddLeft,right,1.41222000122
MS,Left,left,2.42645406723
MS,Right,right,1.63896083832
MS,Left,right,1.23620676994
MS,OddRight,right,1.36216711998
MS,Left,right,1.1594350338
MS,Right,left,3.19304299355
MS,Left,right,1.18127393723
MS,OddLeft,right,1.32839584351
MS,Right,right,2.31022191048
MS,Right,left,2.87156701088
MS,Left,left,1.89801383018
MS,Left,right,1.25263690948
MS,Right,left,2.76297998428
MS,OddLeft,right,1.37885212898
MS,Right,left,3.90329217911
MS,Left,right,1.25425982475
MS,Left,left,2.2500910759
MS,OddRight,right,1.36246299744
MS,Right,left,2.66092205048
MS,Right,left,2.12753796577
MS,Left,right,1.29660797119
MS,Right,left,2.35656690598
MS,Left,right,1.02777481079
MS,OddLeft,right,0.0257968902588
MS,Right,right,1.72156095505
MS,Left,left,2.03620409966
MS,Left,left,2.35338902473
MS,Right,left,2.68136692047
MS,OddRight,right,1.39505004883
MS,Left,left,2.14204907417
MS,Right,left,2.58264780045
MS,Right,right,2.14859604836
MS,Left,right,1.25305604935
MS,Left,left,2.73116803169
MS,OddLeft,left,0.0257511138916
MS,Right,left,2.62579321861
MS,Right,right,1.38971185684
MS,Left,right,1.54949688911
MS,Left,right,1.374532938
MS,OddRight,right,0.0258188247681
MS,Right,left,3.1502790451
MS,Left,left,3.12219691277
MS,Right,left,3.75430393219
MS,Left,right,1.22327709198
MS,OddRight,right,1.34549498558
MS,Right,left,4.53350114822
MS,Right,right,3.65010714531
MS,Left,right,2.23551392555
MS,Left,left,2.52828502655
MS,Right,left,3.23271799088
MS,OddLeft,right,1.51205801964
MS,Left,left,3.51575303078
MS,Right,right,1.8588950634
