ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Left,right,0.88454079628
RH,Right,right,1.28197097778
RH,Left,right,1.60656309128
RH,Right,right,1.38946890831
RH,Left,right,1.58110404015
RH,Right,right,1.51732778549
RH,Right,left,1.37611699104
RH,Left,right,1.38454890251
RH,Right,right,1.9210588932
RH,Left,left,1.29126977921
RH,Right,right,1.13273692131
RH,Left,right,1.02399992943
RH,Left,right,1.24722290039
RH,Right,right,1.06906199455
RH,Right,right,1.0987830162
RH,Left,right,1.14335107803
RH,Right,right,1.30546808243
RH,Left,left,1.95697188377
RH,Right,right,1.55697607994
RH,Left,left,2.18982315063
RH,Left,left,1.65050411224
RH,Right,right,1.02365612984
RH,Right,right,1.64704799652
RH,Left,right,1.2121489048
RH,Left,right,1.02759885788
RH,Right,right,1.37880420685
RH,Left,left,2.45949316025
RH,Right,right,1.41445803642
RH,Right,right,1.48556399345
RH,Left,right,1.40980195999
RH,Left,left,1.89479517937
RH,Right,right,1.16952013969
RH,Right,left,1.84314990044
RH,Left,right,1.18408417702
RH,Right,right,1.05688786507
RH,Left,right,1.07853388786
RH,Right,right,1.30759000778
RH,Left,right,1.63888978958
RH,Left,right,1.68510198593
RH,Right,left,1.56891512871
RH,Left,right,1.16754412651
RH,Right,right,1.4249830246
RH,Right,right,1.1273651123
RH,Left,left,1.60251188278
RH,Right,right,1.39390683174
RH,Left,left,1.65765595436
RH,Right,left,1.99830508232
RH,Left,right,1.47690320015
RH,Left,left,2.33726811409
RH,Right,right,1.21793603897
