ParticipantID,VisibleHemifield,Direction,ResponseTime
MS,Left,left,2.79188013077
MS,Right,right,1.70946598053
MS,Left,right,1.34397506714
MS,Right,left,2.91386890411
MS,OddRight,right,1.39697098732
MS,Left,left,2.27128911018
MS,Right,left,3.51474690437
MS,Left,right,1.36985206604
MS,Right,left,3.00305199623
MS,Left,right,3.43167304993
MS,OddRight,right,0.0273239612579
MS,Right,right,2.42490696907
MS,Left,right,1.86776685715
MS,Right,left,3.08001112938
MS,OddLeft,right,1.29692006111
MS,Left,right,1.314650774
MS,Right,left,3.73405194283
MS,Left,right,1.56376194954
MS,Right,left,3.11685919762
MS,Left,right,2.0602889061
MS,OddRight,right,0.0272450447083
MS,Right,right,2.41499209404
MS,Left,right,1.27604293823
MS,Right,left,2.83276295662
MS,Left,right,1.76218605042
MS,OddLeft,right,1.29649710655
MS,Right,left,3.5000140667
MS,Left,right,1.50778198242
MS,Right,left,4.15869283676
MS,Left,right,1.5871591568
MS,OddLeft,right,1.43002414703
MS,Right,right,2.5113670826
MS,Left,left,2.91216993332
MS,Right,left,3.2804248333
MS,Left,right,1.19309711456
MS,OddLeft,right,1.49679207802
MS,Right,right,3.16240906715
MS,Left,right,3.3339240551
MS,Right,right,1.81260895729
MS,OddLeft,right,1.36326909065
MS,Left,right,1.73763012886
MS,Right,right,1.81945490837
MS,Left,right,1.29769706726
MS,OddRight,right,1.36329388618
MS,Right,left,3.75652194023
MS,Left,right,2.19349098206
MS,Right,left,3.75183200836
MS,Left,left,2.61322307587
MS,OddLeft,right,1.36357688904
MS,Right,left,2.40046095848
MS,Left,right,3.48436117172
MS,Right,left,4.34876990318
MS,Left,right,1.0886528492
MS,Right,left,2.53397893906
MS,OddLeft,right,1.36317706108
MS,Left,left,2.62875390053
MS,Right,right,2.8648109436
MS,Left,left,2.73919582367
MS,Right,right,2.49104785919
MS,OddRight,right,1.36317110062
MS,Left,right,1.11606192589
MS,Right,right,1.93582201004
