ParticipantID,VisibleHemifield,Direction,ResponseTime
MS,Left,left,2.29711198807
MS,Right,right,1.92333602905
MS,Left,right,1.63666510582
MS,OddRight,right,1.32873010635
MS,Right,right,2.65083289146
MS,Left,right,1.02220201492
MS,Right,right,1.40555286407
MS,Left,right,1.45271015167
MS,Right,right,1.93015098572
MS,OddLeft,right,0.025801897049
MS,Left,right,1.07433390617
MS,Right,right,2.27943396568
MS,Left,right,0.855740070343
MS,Right,left,3.2541410923
MS,Right,left,2.49621105194
MS,OddRight,left,0.0257949829102
MS,Left,right,0.84840798378
MS,Left,right,1.04742097855
MS,Right,left,3.02989912033
MS,Right,right,1.88914299011
MS,Left,right,1.36390018463
MS,OddLeft,right,0.0257019996643
MS,Right,right,1.18784403801
MS,Left,right,1.00418019295
MS,Left,right,1.04973506927
MS,Right,right,2.08828401566
MS,Right,left,3.93138098717
MS,OddRight,right,1.36211013794
MS,Left,right,1.27957606316
MS,Right,right,1.59621810913
MS,Left,right,1.00378894806
MS,OddLeft,right,1.21151208878
MS,Left,left,1.89726305008
MS,Right,left,2.66021203995
MS,Left,left,1.83892989159
MS,Right,left,1.88387608528
MS,OddLeft,right,1.32830500603
MS,Right,left,3.46930193901
MS,Left,right,1.35043883324
MS,Left,left,2.36035299301
MS,Right,left,2.10358810425
MS,OddRight,right,1.2781701088
MS,Left,right,1.16419315338
MS,Right,left,2.06975913048
MS,Right,left,2.12972092628
MS,OddLeft,left,0.0258328914642
MS,Left,right,1.03346419334
MS,Left,left,1.97669792175
MS,Right,left,1.85580801964
MS,Left,left,2.29826807976
MS,OddRight,right,1.52870678902
MS,Right,left,4.42787194252
MS,Right,right,4.11634397507
MS,Left,right,1.03425002098
MS,Left,left,1.61735391617
MS,Right,right,2.13626694679
MS,OddRight,right,1.36174201965
MS,Left,right,1.72796988487
MS,Right,right,2.95381093025
MS,Left,right,1.00093698502
MS,Right,left,1.93716788292
