ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Right,right,0.983705997467
RH,Left,right,1.09601998329
RH,Right,right,1.45168495178
RH,Left,right,1.23273181915
RH,Left,right,1.15901589394
RH,Right,right,1.35175299644
RH,Right,left,1.40907692909
RH,Left,right,1.19932293892
RH,Right,right,1.70302700996
RH,Left,right,1.2254421711
RH,Right,right,1.14999818802
RH,Left,left,2.0316259861
RH,Left,right,1.18829011917
RH,Right,right,1.09950304031
RH,Right,right,1.17515993118
RH,Left,left,1.76738214493
RH,Right,right,1.15118193626
RH,Left,right,1.10466909409
RH,Left,right,1.33167004585
RH,Right,right,1.16575503349
RH,Left,left,2.40510296822
RH,Right,right,1.37024307251
RH,Left,right,1.22660303116
RH,Right,right,1.34484195709
RH,Left,right,1.33800792694
RH,Right,right,1.32328796387
RH,Right,left,2.44487500191
RH,Left,left,1.81629705429
RH,Left,left,2.03798508644
RH,Right,right,1.09832501411
RH,Left,right,1.33253192902
RH,Right,right,1.11838793755
RH,Right,right,1.33758497238
RH,Left,left,1.70682501793
RH,Left,right,1.27636098862
RH,Right,left,3.26447820663
RH,Right,right,1.20942783356
RH,Left,right,1.23203492165
RH,Left,right,1.22231602669
RH,Right,right,1.1722650528
RH,Left,left,1.45900011063
RH,Right,right,1.43144607544
RH,Right,right,1.66891694069
RH,Left,right,1.20108795166
RH,Right,right,1.32835793495
RH,Left,left,1.97030806541
RH,Right,right,1.65781497955
RH,Left,left,1.65357804298
RH,Right,right,1.6023170948
RH,Left,left,2.71312689781
