ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Left,right,1.26318216324
RH,Right,right,1.09057402611
RH,Left,right,1.20554709435
RH,Right,right,1.29146695137
RH,Left,right,0.966166973114
RH,Right,right,1.30215096474
RH,Right,right,1.33586192131
RH,Left,right,1.23222613335
RH,Left,left,1.4291408062
RH,Right,right,1.20998597145
RH,Right,right,1.18985486031
RH,Left,right,1.10068583488
RH,Right,right,0.990894079208
RH,Left,left,1.38204908371
RH,Left,right,1.31644082069
RH,Right,right,1.31774711609
RH,Left,left,1.24675107002
RH,Right,right,1.1384780407
RH,Right,left,1.80380511284
RH,Left,right,1.10443210602
RH,Right,right,1.15230703354
RH,Left,right,1.23266601562
RH,Right,left,1.96541285515
RH,Left,right,1.24320292473
RH,Left,right,1.42412185669
RH,Right,right,1.10903596878
RH,Right,left,2.08720207214
RH,Left,right,1.27215981483
RH,Right,right,1.15555810928
RH,Left,left,1.80396294594
RH,Right,right,1.0384478569
RH,Left,left,1.46769213676
RH,Right,left,1.50217914581
RH,Left,right,1.51999998093
RH,Left,left,1.73654007912
RH,Right,right,1.25655198097
RH,Right,left,1.38041496277
RH,Left,left,1.97879099846
RH,Left,left,1.30485796928
RH,Right,left,1.44270706177
RH,Right,right,1.36467003822
RH,Left,left,1.28373789787
RH,Right,right,1.10232806206
RH,Left,left,2.20064496994
RH,Right,right,1.14072012901
RH,Left,right,1.27775907516
RH,Left,right,1.32100296021
RH,Right,right,1.21821880341
RH,Right,right,1.31954598427
RH,Left,left,2.12079191208
