ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Right,right,1.1745800972
RH,Left,right,1.11949205399
RH,Right,right,1.35497999191
RH,Left,right,1.38891005516
RH,Right,right,1.78070998192
RH,Left,right,1.580504179
RH,Right,right,1.22836899757
RH,Left,right,1.1873190403
RH,Left,left,2.27624583244
RH,Right,right,1.39083003998
RH,Left,left,2.06867408752
RH,Right,right,1.16013908386
RH,Right,right,1.31369900703
RH,Left,left,2.19707989693
RH,Right,right,1.18723297119
RH,Left,left,1.96418309212
RH,Left,left,1.62001800537
RH,Right,right,0.97088098526
RH,Right,right,1.51662302017
RH,Left,right,1.36778402328
RH,Right,right,1.2305419445
RH,Left,left,1.94121313095
RH,Left,left,1.88605499268
RH,Right,right,0.977406978607
RH,Left,right,1.21065688133
RH,Right,right,1.10612010956
RH,Right,left,1.39798402786
RH,Left,left,2.1177251339
RH,Right,left,1.95946288109
RH,Left,left,2.47947788239
RH,Left,right,1.09560704231
RH,Right,right,1.30780291557
RH,Left,left,1.91894197464
RH,Right,right,1.23315310478
RH,Left,right,1.36794996262
RH,Right,left,1.97716498375
RH,Left,right,1.12050104141
RH,Right,right,1.30808210373
RH,Left,right,1.23944211006
RH,Right,right,1.50944685936
RH,Right,right,1.90215611458
RH,Left,right,1.5770008564
RH,Left,left,1.68911886215
RH,Right,right,1.54875516891
RH,Left,right,1.05437898636
RH,Right,right,1.05273413658
RH,Right,right,1.41911911964
RH,Left,right,1.09033203125
RH,Left,right,1.17457008362
RH,Right,right,0.999570846558
