ParticipantID,VisibleHemifield,Direction,ResponseTime
MS,Right,left,2.68582081795
MS,Left,left,1.35151100159
MS,Right,left,2.75338792801
MS,Left,left,1.416877985
MS,Right,left,3.56785297394
MS,OddLeft,left,0.0277202129364
MS,Left,left,3.25958013535
MS,Right,right,2.03759002686
MS,Left,left,1.32278323174
MS,Right,right,1.76572299004
MS,OddLeft,right,0.0277488231659
MS,Left,left,1.25300383568
MS,Right,right,1.44077706337
MS,Left,left,1.41442489624
MS,Right,right,1.58168196678
MS,OddLeft,right,1.33065795898
MS,Left,right,1.32586979866
MS,Right,left,2.6564719677
MS,Left,right,1.15563583374
MS,Right,right,1.8378739357
MS,Left,right,0.899549007416
MS,OddRight,right,1.36369109154
MS,Right,left,2.91120100021
MS,Left,right,1.46342396736
MS,Right,right,1.98605108261
MS,Left,right,1.20127105713
MS,OddLeft,right,0.0277180671692
MS,Right,left,3.75226306915
MS,Left,right,1.67729997635
MS,Right,right,2.51347708702
MS,OddRight,right,1.53073906898
MS,Left,right,1.52177619934
MS,Right,right,2.02877402306
MS,Left,right,2.90609097481
MS,Right,left,2.70701599121
MS,Left,right,1.34824419022
MS,OddLeft,right,1.3307890892
MS,Right,right,1.4438328743
MS,Left,right,1.62557983398
MS,Right,left,2.54352402687
MS,Left,right,1.21493005753
MS,OddRight,right,0.0277459621429
MS,Right,left,2.56514286995
MS,Left,right,1.26797509193
MS,Right,left,2.8096010685
MS,Left,right,1.35789704323
MS,OddRight,right,1.36369299889
MS,Right,right,1.41358995438
MS,Left,left,2.57277107239
MS,Right,right,3.01750802994
MS,Left,right,1.16546797752
MS,Right,right,1.73493909836
MS,OddLeft,right,1.49727797508
MS,Left,right,0.961786985397
MS,Right,right,1.53968501091
MS,Left,right,1.40585279465
MS,OddLeft,right,0.0277850627899
MS,Right,left,1.38828802109
MS,Left,right,1.004748106
MS,Right,left,2.3334300518
MS,OddRight,right,1.33038020134
MS,Left,right,0.790011167526
