ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Left,left,1.99025201797
RH,Right,right,1.28494477272
RH,Left,left,3.61750602722
RH,Right,right,1.35646986961
RH,Left,left,2.20567011833
RH,Right,right,1.27580308914
RH,Left,right,1.33647584915
RH,Right,right,1.5871860981
RH,Left,left,1.81939697266
RH,Right,right,1.44166302681
RH,Left,right,1.70099401474
RH,Right,left,2.06433010101
RH,Left,right,1.64428091049
RH,Right,right,1.22546291351
RH,Right,left,1.4481959343
RH,Left,right,1.27013397217
RH,Left,left,2.12343120575
RH,Right,right,1.30863881111
RH,Left,left,1.95182704926
RH,Right,right,1.17653489113
RH,Right,right,1.29526400566
RH,Left,right,1.2513051033
RH,Right,right,1.32129788399
RH,Left,left,1.64394593239
RH,Left,right,1.48137307167
RH,Right,right,1.35760593414
RH,Right,right,1.42283892632
RH,Left,right,1.17318987846
RH,Right,left,1.31009316444
RH,Left,left,2.44929504395
RH,Right,right,1.77882313728
RH,Left,left,1.89044713974
RH,Left,left,2.98939490318
RH,Right,right,1.12277913094
RH,Left,right,1.41403698921
RH,Right,right,1.2930290699
RH,Right,left,1.91297602654
RH,Left,right,1.57915115356
RH,Right,right,1.30733799934
RH,Left,left,2.33473205566
RH,Right,right,1.7409620285
RH,Left,left,1.79012298584
RH,Right,right,1.40523290634
RH,Left,left,1.5083220005
RH,Right,right,1.62330508232
RH,Left,right,1.28530907631
RH,Left,left,2.13802313805
RH,Right,right,1.14709806442
RH,Left,right,1.60526895523
RH,Right,left,2.55603599548
