ParticipantID,VisibleHemifield,Direction,ResponseTime
CM,Left,right,1.40619492531
CM,Right,right,1.34919500351
CM,Left,left,2.2870759964
CM,Right,right,1.36174297333
CM,OddRight,right,0.0265390872955
CM,Left,left,1.51358914375
CM,Right,right,1.15647101402
CM,Left,left,1.25411510468
CM,Right,right,1.86012411118
CM,OddLeft,right,0.0264761447906
CM,Left,left,1.92711591721
CM,Right,left,2.8163421154
CM,Left,right,1.6587331295
CM,Right,left,3.03123807907
CM,OddRight,right,1.96365499496
CM,Left,left,1.92791414261
CM,Right,right,1.95339798927
CM,Left,right,1.09020113945
CM,OddRight,right,1.79661798477
CM,Right,right,1.34717178345
CM,Left,left,1.72513985634
CM,Right,left,2.55090808868
CM,Left,right,1.54240703583
CM,Right,right,1.39997506142
CM,OddRight,right,1.91404008865
CM,Left,right,1.14926290512
CM,Right,right,1.39125704765
CM,Left,right,1.00725197792
CM,Right,right,1.20701599121
CM,OddLeft,right,1.72989606857
CM,Left,right,1.2217669487
CM,Right,right,1.36459779739
CM,Left,right,1.33391594887
CM,Right,left,3.56855106354
CM,OddRight,right,1.81372189522
CM,Left,right,1.15318012238
CM,Right,right,1.36336612701
CM,Left,right,1.07434988022
CM,Right,right,1.74345684052
CM,OddRight,right,2.0141658783
CM,Left,right,1.16399812698
CM,Right,right,2.19754505157
CM,Left,left,1.61179113388
CM,Right,right,1.93050694466
CM,OddLeft,right,1.68013000488
CM,Left,left,1.59736394882
CM,Right,right,1.61272621155
CM,Left,right,0.923583030701
CM,Right,right,1.27094888687
CM,OddRight,right,1.81378293037
CM,Left,left,2.14184188843
CM,Right,left,3.92616701126
CM,Left,right,1.17229795456
CM,Right,right,1.28529906273
CM,OddLeft,right,1.93017101288
CM,Left,left,2.16105699539
CM,Right,right,1.4567129612
CM,Left,right,1.49357700348
CM,Right,left,4.78545403481
CM,Left,right,1.29105997086
CM,OddRight,right,0.0264639854431
CM,Right,right,1.44582414627
