ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Right,right,1.30535411835
RH,Left,left,1.82833981514
RH,Right,left,2.17025589943
RH,Left,left,14.8502569199
RH,Right,right,1.07831406593
RH,Left,left,1.23569893837
RH,Left,right,1.2662229538
RH,Right,right,1.12783098221
RH,Right,right,1.33880496025
RH,Left,right,1.34072399139
RH,Right,left,2.02034497261
RH,Left,left,1.92127990723
RH,Right,right,1.28386282921
RH,Left,left,21.6330139637
RH,Left,right,1.07336688042
RH,Right,right,1.27858304977
RH,Right,right,2.45127105713
RH,Left,left,2.38296914101
RH,Right,right,1.47763109207
RH,Left,right,1.45785284042
RH,Right,right,1.53271913528
RH,Left,right,2.1669011116
RH,Right,left,2.30258321762
RH,Left,left,3.21669793129
RH,Right,left,2.47625589371
RH,Left,left,3.51075100899
RH,Right,right,1.6216750145
RH,Left,right,1.82047104836
RH,Right,left,2.41890501976
RH,Left,left,3.03220796585
RH,Right,left,1.37698101997
RH,Left,right,1.68164396286
RH,Left,left,2.62962293625
RH,Right,right,1.24968910217
RH,Right,left,2.83193588257
RH,Left,left,13.4758939743
RH,Left,right,1.43433904648
RH,Right,right,1.32056498528
RH,Left,left,2.90800309181
RH,Right,left,1.57234096527
RH,Right,left,1.92197799683
RH,Left,right,1.4120798111
RH,Right,left,2.01925706863
RH,Left,right,2.37746596336
RH,Left,right,1.47189593315
RH,Right,right,1.37220788002
RH,Right,left,1.78055310249
RH,Left,left,1.64439702034
RH,Left,left,2.60195088387
RH,Right,right,1.30333590508
