ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Left,right,1.51603603363
RH,Right,right,1.02263116837
RH,Right,right,1.56599116325
RH,Left,right,1.10270690918
RH,Right,right,1.37904381752
RH,Left,right,0.987549066544
RH,Right,left,2.79704594612
RH,Left,right,1.28182983398
RH,Right,left,2.17479491234
RH,Left,right,1.77344179153
RH,Left,left,1.73115205765
RH,Right,right,1.36478304863
RH,Right,left,1.56611585617
RH,Left,left,2.40697383881
RH,Right,right,0.972808837891
RH,Left,right,1.79005908966
RH,Left,right,1.30894303322
RH,Right,right,0.944282770157
RH,Left,right,1.3070230484
RH,Right,right,1.06219005585
RH,Right,right,1.3618490696
RH,Left,left,1.29114603996
RH,Left,right,0.975019931793
RH,Right,right,1.20024299622
RH,Right,left,1.90453886986
RH,Left,right,1.5153260231
RH,Right,left,1.8542368412
RH,Left,left,2.34715199471
RH,Left,right,1.05916500092
RH,Right,right,1.0649189949
RH,Left,right,1.26026988029
RH,Right,right,1.17761301994
RH,Right,right,1.10667490959
RH,Left,right,1.15813803673
RH,Left,right,1.73566603661
RH,Right,left,2.12974905968
RH,Left,right,1.19476914406
RH,Right,right,1.71501994133
RH,Right,right,1.51751303673
RH,Left,right,1.04027104378
RH,Right,right,1.13252902031
RH,Left,right,1.38362193108
RH,Left,left,1.40001106262
RH,Right,right,1.53578901291
RH,Right,right,1.28996920586
RH,Left,right,1.64605784416
RH,Left,right,1.57113599777
RH,Right,left,1.76412796974
RH,Left,right,1.19658994675
RH,Right,left,1.85271811485
