ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Right,right,1.09178304672
RH,Left,right,1.37623405457
RH,Left,right,1.15254211426
RH,Right,right,1.09083604813
RH,Right,right,1.22300887108
RH,Left,right,1.28596305847
RH,Right,left,1.79475903511
RH,Left,right,1.93770003319
RH,Left,left,1.45125508308
RH,Right,right,0.776808023453
RH,Right,left,2.08837103844
RH,Left,right,1.49129199982
RH,Left,right,1.03889489174
RH,Right,right,1.28534603119
RH,Right,right,1.05792689323
RH,Left,right,1.29589009285
RH,Right,left,1.24380898476
RH,Left,right,1.04977083206
RH,Right,right,1.12025594711
RH,Left,right,1.09995603561
RH,Left,right,0.998108148575
RH,Right,right,0.91060090065
RH,Left,right,1.17885398865
RH,Right,right,1.07561898232
RH,Right,right,1.36874103546
RH,Left,left,2.08193182945
RH,Left,right,1.32487916946
RH,Right,right,1.4156191349
RH,Left,right,1.3585960865
RH,Right,right,1.1758441925
RH,Left,right,1.43865203857
RH,Right,left,1.66107106209
RH,Left,right,1.0736181736
RH,Right,left,1.3266518116
RH,Left,right,1.28912711143
RH,Right,right,1.02914500237
RH,Left,right,1.54839301109
RH,Right,right,1.14190721512
RH,Left,right,1.22406196594
RH,Right,right,1.06298899651
RH,Right,left,1.53055882454
RH,Left,right,1.80454897881
RH,Left,right,1.25968813896
RH,Right,right,1.23297905922
RH,Left,left,1.29578185081
RH,Right,right,1.37987613678
RH,Left,left,1.24414014816
RH,Right,right,0.9222240448
RH,Left,right,1.11771893501
RH,Right,right,1.23337101936
