ParticipantID,VisibleHemifield,Direction,ResponseTime
MS,Right,right,1.57148003578
MS,Left,left,2.38830590248
MS,Right,right,2.4107670784
MS,Left,right,1.51997494698
MS,Right,left,2.14684891701
MS,OddLeft,left,0.0273759365082
MS,Left,right,1.68208098412
MS,Right,left,2.23795104027
MS,Left,left,1.9466919899
MS,Right,left,3.02739596367
MS,OddLeft,left,0.0273790359497
MS,Left,right,1.31728887558
MS,Right,right,2.96634316444
MS,Left,right,1.26847481728
MS,Right,right,1.51387691498
MS,Left,right,1.26074910164
MS,OddLeft,right,1.43044614792
MS,Right,right,2.60601401329
MS,Left,right,1.29159808159
MS,Right,right,1.8955218792
MS,Left,right,1.09831809998
MS,OddRight,right,1.43038487434
MS,Right,left,2.86668896675
MS,Left,right,1.78108096123
MS,Right,right,1.96248006821
MS,OddRight,right,1.36360311508
MS,Left,right,1.27309989929
MS,Right,right,1.46200704575
MS,Left,right,1.30670499802
MS,Right,right,2.39801192284
MS,Left,right,2.16397190094
MS,OddLeft,right,1.43008518219
MS,Right,left,2.50371408463
MS,Left,right,1.08916091919
MS,Right,right,1.54966807365
MS,OddLeft,right,1.43018603325
MS,Left,right,1.84296512604
MS,Right,right,1.70974397659
MS,Left,right,1.56020593643
MS,Right,right,1.64095616341
MS,OddLeft,right,1.39661002159
MS,Left,right,1.04349684715
MS,Right,left,2.27393984795
MS,Left,right,1.39755105972
MS,Right,left,2.11748290062
MS,OddLeft,right,1.29641294479
MS,Left,right,1.20862388611
MS,Right,left,1.9760620594
MS,Left,right,1.56747317314
MS,Right,left,1.23002099991
MS,OddLeft,right,1.43045210838
MS,Left,left,2.02445316315
MS,Right,right,2.33363604546
MS,Left,left,1.75854492188
MS,OddLeft,right,1.32984685898
MS,Right,right,2.79109311104
MS,Left,right,2.13282799721
MS,Right,left,2.91794085503
MS,OddRight,right,1.29682278633
MS,Left,right,1.04757189751
MS,Right,right,1.74183416367
MS,Left,left,1.77506995201
