ParticipantID,VisibleHemifield,Direction,ResponseTime
ms,Right,left,3.24593901634
ms,Left,right,1.38406515121
ms,Right,right,1.68083715439
ms,Left,right,1.24427008629
ms,OddLeft,right,0.0257811546326
ms,Left,right,0.96111702919
ms,Right,right,1.67515611649
ms,Left,left,2.42305612564
ms,Right,left,2.04417681694
ms,Left,right,1.35275888443
ms,OddLeft,right,1.31164598465
ms,Right,left,4.39574193954
ms,Left,right,1.21947097778
ms,Right,left,2.43502020836
ms,Left,right,1.1911509037
ms,Right,left,2.55955982208
ms,OddLeft,right,1.36176085472
ms,Left,left,2.861287117
ms,Right,left,4.06354689598
ms,Right,right,2.59951996803
ms,Left,right,1.29299402237
ms,OddRight,right,1.39519381523
ms,Left,right,1.13419485092
ms,Right,right,1.52120399475
ms,Left,left,2.33006691933
ms,OddLeft,right,1.34504508972
ms,Right,left,2.60225605965
ms,Left,right,0.975360870361
ms,Right,left,2.28872609138
ms,Left,right,1.14754509926
ms,Right,right,2.54996395111
ms,OddLeft,right,1.47909784317
ms,Left,left,1.55933499336
ms,Right,left,2.08791995049
ms,Left,right,0.907353878021
ms,Right,left,1.47129797935
ms,OddLeft,right,1.37880206108
ms,Right,right,1.27184081078
ms,Left,right,2.61277890205
ms,Right,right,3.36956810951
ms,OddRight,right,1.39519882202
ms,Left,right,0.892039060593
ms,Left,right,1.02485799789
ms,Right,left,2.27222180367
ms,OddLeft,right,1.41186118126
ms,Right,right,1.48816585541
ms,Left,left,2.73168992996
ms,Right,left,2.69969391823
ms,OddLeft,left,0.0257761478424
ms,Left,left,4.50784707069
ms,Left,left,2.22325801849
ms,Right,left,5.90830612183
ms,OddLeft,right,1.46193408966
ms,Right,left,1.99375200272
ms,Left,left,1.13642907143
ms,Left,right,0.979408979416
ms,Right,right,1.02061009407
ms,OddRight,right,0.0258030891418
ms,Right,left,2.0672750473
ms,Left,right,1.2631289959
ms,Right,right,1.34856915474
ms,OddLeft,right,1.39509010315
ms,Left,left,2.11576008797
