ParticipantID,VisibleHemifield,Direction,ResponseTime
RH,Left,right,1.62212204933
RH,Right,right,1.32327795029
RH,Left,right,1.22939395905
RH,Right,right,1.64346718788
RH,Left,left,1.20809602737
RH,Right,right,1.1110200882
RH,Right,right,1.54584407806
RH,Left,right,1.26675391197
RH,Right,right,1.19137811661
RH,Left,right,1.13498401642
RH,Left,right,1.38360404968
RH,Right,right,1.11125087738
RH,Right,left,1.83456802368
RH,Left,left,2.69532799721
RH,Left,left,3.15995788574
RH,Right,right,1.31710195541
RH,Right,right,1.92761993408
RH,Left,left,2.50445008278
RH,Right,right,1.50535702705
RH,Left,left,1.53171396255
RH,Right,right,1.21150803566
RH,Left,left,1.48231387138
RH,Left,right,1.30216193199
RH,Right,left,1.51313900948
RH,Left,right,1.77952313423
RH,Right,right,1.57059216499
RH,Right,left,1.68273305893
RH,Left,left,1.78202390671
RH,Right,right,1.31705284119
RH,Left,right,1.33540797234
RH,Left,right,1.40789294243
RH,Right,left,1.62229514122
RH,Right,left,1.81962800026
RH,Left,left,1.97722911835
RH,Right,right,1.2721362114
RH,Left,left,2.05974006653
RH,Right,right,1.32706904411
RH,Left,right,1.23305487633
RH,Left,left,1.89504218102
RH,Right,right,1.68911194801
RH,Left,left,2.84234714508
RH,Right,left,1.90060091019
RH,Left,right,1.48662304878
RH,Right,right,1.47427415848
RH,Left,right,1.31804704666
RH,Right,right,1.18460202217
RH,Left,right,1.36871290207
RH,Right,right,1.4011349678
RH,Left,left,1.59247088432
RH,Right,right,1.18315410614
