ParticipantID,Condition,PressedKey,TrialTime,StampedTime
RH,Left,left,1.26202201843,1.26171398163
RH,Left,left,1.26216387749,1.26204490662
RH,Left,space,2.02159690857,2.02134680748
RH,Left,left,3.01376986504,3.01348996162
RH,Left,right,3.94960689545,3.94938397408
RH,Left,right,3.94974994659,3.94963002205
RH,Left,left,5.75770187378,5.75744986534
RH,Left,right,8.90187287331,8.9016149044
RH,Left,space,10.3418149948,10.3415708542
RH,Left,left,11.9259309769,11.9256849289
RH,Left,right,12.2138659954,12.2136259079
RH,Left,left,14.5979268551,14.5977318287
RH,Left,left,14.5980679989,14.5979478359
RH,Left,right,16.4382259846,16.4379270077
RH,Left,left,17.3899497986,17.3897519112
RH,Left,left,17.3900899887,17.3899710178
RH,Left,right,21.8142299652,21.8139858246
RH,Left,left,23.5582327843,23.5579929352
RH,Left,right,25.4622178078,25.4620268345
RH,Left,right,25.4623579979,25.4622387886
RH,Left,left,27.3583498001,27.3581089973
RH,Left,space,30.6223709583,30.622178793
RH,Left,space,30.6225099564,30.6223919392
RH,Left,right,33.1745288372,33.1743178368
RH,Left,right,33.1746687889,33.1745510101
RH,Left,space,34.9745128155,34.9743139744
RH,Left,space,34.9746530056,34.9745359421
RH,Left,left,35.2225499153,35.2223110199
RH,Left,space,36.1185548306,36.1183619499
RH,Left,space,36.1186950207,36.1185758114
RH,Left,right,37.0545368195,37.0543439388
RH,Left,right,37.0546758175,37.0545578003
RH,Left,left,38.4466209412,38.4464259148
RH,Left,left,38.4467639923,38.4466428757
RH,Left,right,38.7745900154,38.7744019032
RH,Left,right,38.7747309208,38.7746109962
RH,Left,left,40.0307178497,40.0304749012
RH,Left,right,43.9188489914,43.9186029434
RH,Left,left,45.0227708817,45.022578001
RH,Left,left,45.0229098797,45.0227918625
RH,Left,right,47.0150568485,47.0148057938
RH,Left,right,47.0151979923,47.0150790215
RH,Left,left,48.0549879074,48.0547468662
RH,Left,right,50.3190619946,50.3188199997
RH,Left,left,53.0790607929,53.0788679123
RH,Left,left,53.079200983,53.0790820122
RH,Left,space,54.1431548595,54.1429128647
RH,Left,right,55.3911728859,55.3909339905
RH,Left,left,57.1031508446,57.1029589176
RH,Left,left,57.1032879353,57.1031718254
RH,Left,space,57.2071049213,57.2069189548
RH,Left,space,57.207242012,57.2071259022
RH,Left,right,58.279271841,58.279031992
RH,Left,left,59.3192958832,59.3190588951
RH,Right,left,1.47687196732,1.47662997246
RH,Right,left,1.47701311111,1.47689414024
RH,Right,right,2.88478207588,2.88454198837
RH,Right,left,4.24481511116,4.24457597733
RH,Right,space,5.26873397827,5.26853895187
RH,Right,space,5.26887512207,5.26875591278
RH,Right,right,5.9248111248,5.92457294464
RH,Right,space,6.7729010582,6.77266192436
RH,Right,right,9.84492397308,9.84473204613
RH,Right,right,9.84506392479,9.84494495392
RH,Right,space,11.5570070744,11.5567679405
RH,Right,left,11.8770170212,11.8767790794
RH,Right,right,13.6290540695,13.6288530827
RH,Right,right,13.6291930676,13.6290750504
RH,Right,left,15.6290841103,15.628893137
RH,Right,left,15.6292231083,15.6291060448
RH,Right,space,18.1892371178,18.1889979839
RH,Right,right,20.2931900024,20.2929980755
RH,Right,right,20.2933309078,20.2932109833
RH,Right,space,22.1732780933,22.1730890274
RH,Right,space,22.1734170914,22.1732990742
RH,Right,left,22.6053020954,22.6051139832
RH,Right,left,22.6054420471,22.6053240299
RH,Right,right,24.7573759556,24.757185936
RH,Right,right,24.7575159073,24.7573981285
RH,Right,left,25.8534801006,25.8532419205
RH,Right,right,26.8616220951,26.861369133
RH,Right,right,26.8617639542,26.8616449833
RH,Right,left,28.6694869995,28.6692950726
RH,Right,left,28.6696269512,28.6695079803
RH,Right,right,30.2616090775,30.2613680363
RH,Right,left,33.781719923,33.7814791203
RH,Right,right,39.5579321384,39.5576889515
RH,Right,left,40.5739219189,40.5736830235
RH,Right,right,41.0458331108,41.0456409454
RH,Right,right,41.0459730625,41.0458550453
RH,Right,left,41.8139090538,41.8136711121
RH,Right,right,44.8380990028,44.8378510475
RH,Right,space,46.1579959393,46.1577970982
RH,Right,space,46.1581349373,46.1580169201
RH,Right,right,47.870141983,47.8698999882
RH,Right,left,50.0622169971,50.061975956
RH,Right,right,53.8463449478,53.8461019993
RH,Right,left,55.7823269367,55.7821350098
RH,Right,left,55.7824671268,55.7823491096
RH,Right,space,58.3745291233,58.3742790222
RH,Right,space,58.3746709824,58.3745520115
RH,Right,right,59.0784339905,59.0781941414
