2.00000786781,1.53608798981,2.74399089813,1.71211719513,2.59205198288,3.2320728302,1.68803501129,1.26406502724,2.95209097862,2.46409797668,1.28009390831,2.13607192039,2.42393708229,3.03209900856,1.6560959816,2.3040869236,1.91194391251,3.12822413445,2.20798707008,2.59991693497,2.76004314423,3.98414683342,4.82421302795,3.61605501175,1.79192709923,2.6960439682,11.2243490219,1.31997895241,2.20808696747,2.29615306854,1.28001689911,2.12805318832,2.24017000198,2.58399391174,5.15215611458,1.49584817886,1.09607887268,1.52804899216,2.16816711426,0.743928909302,2.11206412315,2.80808091164,1.56815505028,1.76002502441,1.95205378532,2.60807704926,2.68797111511,1.4800798893,2.24816203117,1.82401800156,2.1121327877,2.79195213318,2.22398710251,2.16810297966,2.64001703262,1.19214606285,1.54397797585,2.64013791084,2.30385494232,1.1120288372,1.42418503761,2.40814995766,2.52808594704,2.72003102303,3.04013705254,3.36801600456,2.51220202446,1.34404087067,4.70419812202,7.52006006241,1.10748004913,6.11223888397,3.34413313866,1.98390388489,2.24804711342,1.94410395622,2.12808609009,3.2320868969,4.33642315865,1.9359498024,2.26391410828,2.91214895248,5.86414289474,2.38422608376,2.13604712486,1.51992917061,1.37602591515,2.11209201813,2.14414787292,2.63192820549,1.17601394653,4.62428593636,1.11985397339,4.1362760067,2.39999604225,1.39202809334,0.848335027695,3.40814495087,1.48006916046,1.99218297005,12.3044388294,4.34413695335,0.447720050812,1.10397291183,2.40017604828,1.2160179615,1.77604103088,7.67231607437,2.24012899399,0.984001874924,1.2400431633,1.78413581848,1.87994813919,2.61619782448,1.83210396767,7.44020199776,2.91213297844,1.4639070034,1.50413703918,2.07998204231,4.11999988556,2.31202411652,1.03202986717,1.38412094116,1.74402999878,1.59998488426,1.29604315758,1.46408200264,1.98407101631,2.12805104256,1.69607996941,3.0880959034,1.79215216637,1.63209986687,1.95206308365,2.30403208733,3.34420084953,2.54396295547,1.83210206032,0.823951005936,1.17606306076,2.34393191338,1.45596504211,1.9600520134,1.58403015137,1.87218093872,2.23998689651,1.23205113411,1.43202018738,1.80817985535,1.81599211693,1.92806315422,2.04015684128,3.49604511261,1.79198384285,1.88009810448,2.20805311203,1.29593896866,1.77608990669,2.36804890633,4.89623618126,2.08814191818,2.44001793861,2.62400078773,1.74409723282,2.96806788445,5.2882039547,1.73611307144,4.0082359314,3.93605589867,1.69606614113,1.18397092819,2.06411194801,2.19997406006,1.31207990646,2.76018404961,0.823889017105,5.58425712585,1.62399888039,4.23214006424,1.40811395645,4.07999992371,1.20003914833,1.96802401543
1.74391889572,1.04802298546,2.88015198708,2.21602201462,2.36004900932,1.66400885582,4.37633895874,1.8799700737,2.46397995949,4.74417304993,6.20807003975,2.01607203484,1.60808897018,5.00011086464,1.74406719208,2.8881509304,1.0239200592,1.74419403076,2.24796080589,3.7601211071,1.53274512291,1.44799494743,1.52006387711,1.70410203934,2.20012593269,1.43990707397,2.76020407677,3.20005583763,1.4239590168,2.28811597824,1.76799917221,1.86408090591,1.16000699997,5.85616397858,2.04813194275,2.69603991508,1.88010287285,4.25607800484,2.57610321045,1.76807498932,4.07207083702,2.35986495018,1.37604093552,1.65603899956,2.50413489342,1.33594608307,1.46408891678,1.81606602669,2.41612696648,5.53607320786,2.44801807404,0.936039924622,1.30401206017,1.60808706284,3.86411499977,1.26396894455,3.72827887535,1.27187299728,2.36013507843,1.63199496269,2.7280819416,2.07197213173,1.77593588829,1.56802797318,1.44814896584,11.5603752136,1.84812092781,3.76796293259,2.24011802673,2.35210704803,1.92002391815,2.64809608459,3.62409305573,3.45608901978,3.20020103455,3.84811306,3.52812385559,1.58401203156,1.76807713509,1.2719438076,2.93595194817,1.95204210281,2.90408492088,1.51201701164,3.18408107758,1.3600127697,1.79204416275,3.03209590912,2.16807794571,2.29610013962,4.71219205856,1.09601783752,6.0961561203,1.28000998497,2.24009299278,1.11205911636,6.88019895554,2.15183115005,2.5681438446,2.51199913025,1.30408501625,1.5040500164,1.86405396461,4.25612688065,1.66406702995,4.80822610855,0.487984895706,5.13605904579,2.14410305023,1.29601192474,0.992161035538,1.8479309082,1.26401114464,1.85605692863,1.60011601448,1.93600296974,1.59992599487,2.47212004662,1.60797715187,4.90405893326,3.5359749794,3.72813796997,2.82407617569,2.3761048317,2.97600102425,1.43993997574,1.76806020737,2.65616583824,1.96013593674,2.48804092407,1.79200100899,5.32014703751,2.14405798912,1.11181497574,2.75214195251,1.47204589844,3.16813993454,2.63202905655,3.76013588905,2.3360221386,2.96016788483,2.94398808479,1.79204893112,5.45626711845,1.02388691902,1.2880589962,1.77578997612,2.91213512421,1.15197896957,3.28820300102,1.53602004051,2.12804603577,1.96809411049,1.47199296951,2.26406097412,5.68813109398,2.13607311249,1.59195208549,13.0965738297,2.71185088158,1.39197897911,2.1920030117,1.536039114,4.20024299622,6.49621510506,1.37594199181,1.99212098122,1.18392109871,1.49609398842,3.68020701408,6.27220106125,1.68792486191,1.5121319294,1.24010014534,1.5999610424,1.28801703453,1.55206298828,1.85617494583
