ParticipantID,Condition,PressedKey,TrialTime,StampedTime
pm,Right,left,1.08602404594,1.0856590271
pm,Right,right,12.1337940693,12.1335439682
pm,Right,space,13.3657720089,13.365530014
pm,Right,left,14.3978090286,14.3975660801
pm,Right,right,22.5500760078,22.5498261452
pm,Right,left,24.9180779457,24.9178829193
pm,Right,left,24.9182200432,24.9180989265
pm,Right,right,34.1664149761,34.1661651134
pm,Right,space,36.6304430962,36.6302449703
pm,Right,space,36.6305849552,36.6304650307
pm,Right,left,37.8145499229,37.8143079281
pm,Right,right,43.0786950588,43.0784490108
pm,Right,left,46.9428050518,46.9425611496
pm,Right,right,54.9830679893,54.9828219414
pm,Right,left,56.2552580833,56.2550110817
pm,Left,right,1.57223391533,1.57196784019
pm,Left,right,1.57237792015,1.57225584984
pm,Left,space,9.25237584114,9.25212597847
pm,Left,left,10.2683868408,10.2681479454
pm,Left,left,12.260393858,12.2601938248
pm,Left,left,12.2605388165,12.2604148388
pm,Left,right,13.2604470253,13.2602028847
pm,Left,space,17.1644940376,17.1642978191
pm,Left,space,17.1646339893,17.1645150185
pm,Left,right,19.5486688614,19.5484089851
pm,Left,space,20.9086940289,20.9084529877
pm,Left,space,22.4046759605,22.4044840336
pm,Left,space,22.4048168659,22.4046969414
pm,Left,left,23.0127198696,23.0125238895
pm,Left,left,23.0128610134,23.0127420425
pm,Left,right,28.2368810177,28.2366819382
pm,Left,right,28.2370219231,28.2369019985
pm,Left,space,38.1971549988,38.1969640255
pm,Left,space,38.1972959042,38.1971769333
pm,Left,left,39.3333308697,39.3331420422
pm,Left,left,39.3334798813,39.333357811
pm,Left,space,43.2134449482,43.213135004
pm,Left,space,43.213591814,43.2134668827
pm,Left,right,46.6695120335,46.6692678928
pm,Left,space,50.2855799198,50.2853419781
pm,Left,left,52.2856650352,52.2854249477
pm,Left,space,54.8699839115,54.869601965
pm,Left,right,56.5017390251,56.5015490055
pm,Left,right,56.5018799305,56.5017609596
pm,Left,space,59.9818758965,59.9816360474
pm,Left,right,1.14467000961,1.14438199997
pm,Left,space,4.19257712364,4.19233417511
pm,Left,left,6.48062205315,6.48038220406
pm,Left,right,8.46462607384,8.46443510056
pm,Left,right,8.46476697922,8.46464800835
pm,Left,space,11.0087029934,11.0085129738
pm,Left,space,11.0088441372,11.0087251663
pm,Left,left,12.336741209,12.3365499973
pm,Left,left,12.3368821144,12.3367621899
pm,Left,space,14.7209022045,14.7206640244
pm,Left,right,15.8008441925,15.8006529808
pm,Left,right,15.8009841442,15.8008651733
pm,Left,space,18.800948143,18.8007581234
pm,Left,space,18.8010911942,18.8009691238
pm,Left,left,20.0329780579,20.0327880383
pm,Left,left,20.0331192017,20.0329990387
pm,Left,right,23.529061079,23.5288691521
pm,Left,right,23.5292019844,23.5290830135
pm,Left,left,30.3773021698,30.3770620823
pm,Left,space,33.6253659725,33.625177145
pm,Left,space,33.6255071163,33.6253871918
pm,Left,left,36.8415210247,36.8412821293
pm,Left,right,39.2015581131,39.2013671398
pm,Left,right,39.2016980648,39.2015790939
pm,Left,left,44.3618350029,44.3616440296
pm,Left,left,44.3619821072,44.3618621826
pm,Left,right,46.2817461491,46.28155303
pm,Left,right,46.2818880081,46.2817671299
pm,Left,left,50.8739471436,50.873704195
pm,Left,right,54.2180922031,54.2178440094
pm,Left,left,59.2502360344,59.2499849796
pm,Right,left,0.877062082291,0.876754045486
pm,Right,right,8.46101403236,8.46076917648
pm,Right,left,9.82110404968,9.8208630085
pm,Right,right,21.3893489838,21.3891510963
pm,Right,right,21.3894910812,21.3893699646
pm,Right,left,23.8534300327,23.8532371521
pm,Right,left,23.8535721302,23.8534519672
pm,Right,right,29.1656181812,29.1654109955
pm,Right,right,29.1657660007,29.1656401157
pm,Right,left,34.6617920399,34.6615929604
pm,Right,left,34.6619341373,34.6618139744
pm,Right,space,44.4940390587,44.4938399792
pm,Right,space,44.4941840172,44.4940609932
pm,Right,right,45.1901221275,45.1898801327
pm,Right,space,47.2541611195,47.253921032
pm,Right,left,48.1982340813,48.1979951859
pm,Right,right,59.6626811028,59.6623539925
pm,Right,right,59.6628291607,59.6627039909
