ParticipantID,StimOrientation,Direction,ResponseTime,IsOddBall,WaveSpeed
VMM,ConcentricL,left,1.94322919846,N,0.580265522003
VMM,RadialL,left,0.280390024185,N,0.580265522003
VMM,SpiralL,right,0.413298130035,N,0.659155050912
VMM,SpiralR,right,1.15742897987,N,0.783723533153
VMM,RadialR,right,1.6943500042,N,0.951627016067
VMM,ConcentricR,right,0.280476093292,N,0.480335712433
VMM,RadialL,right,2.0307290554,Y,0.951627016067
VMM,RadialL,left,2.70807385445,N,0.951627016067
VMM,SpiralL,left,0.280486106873,N,0.783723533153
VMM,ConcentricL,left,0.280573129654,N,0.480335712433
VMM,RadialR,Left,3.00011706352,N,0.951627016067
VMM,ConcentricR,left,0.280566930771,N,0.480335712433
VMM,SpiralR,left,0.280627965927,N,0.783723533153
VMM,RadialL,right,0.280451059341,N,0.783833026886
VMM,SpiralL,left,0.294031143188,Y,0.783723533153
VMM,SpiralL,right,0.280472040176,N,0.683073234557
VMM,ConcentricR,left,0.280884981155,N,0.480335712433
VMM,RadialR,left,0.855962991714,N,0.783833026886
VMM,SpiralR,left,0.280524015427,N,0.683073234557
VMM,ConcentricL,left,0.280388832092,N,0.480335712433
VMM,SpiralR,left,0.280533790588,N,0.683073234557
VMM,RadialR,left,0.615128040314,N,0.783833026886
VMM,ConcentricR,left,0.29397892952,Y,0.480335712433
VMM,ConcentricR,left,0.517207145691,N,0.480335712433
VMM,RadialL,left,0.817260980606,N,0.783833026886
VMM,ConcentricL,left,1.76869893074,N,0.480335712433
VMM,SpiralL,left,0.280591964722,N,0.683073234557
VMM,SpiralR,left,0.280544996262,N,0.683073234557
VMM,RadialR,right,0.280516147614,N,0.683169651031
VMM,RadialL,right,0.928674936295,Y,0.683169651031
VMM,ConcentricR,left,2.3736269474,N,0.480335712433
VMM,ConcentricL,left,0.280416965485,N,0.480335712433
VMM,SpiralL,left,0.280547857285,N,0.683073234557
VMM,RadialL,left,0.280553102493,N,0.683169651031
