ParticipantID,StimOrientation,Direction,ResponseTime,IsOddBall,WaveSpeed
MK,ConcentricL,right,1.9025990963,N,1.95999398118
MK,SpiralR,right,1.66497993469,N,2.08630402883
MK,RadialR,right,1.81226396561,N,1.95784314473
MK,ConcentricR,left,1.73045086861,N,1.95999398118
MK,SpiralL,right,2.07543706894,N,2.08601032721
MK,RadialL,right,1.4298479557,Y,1.95784314473
MK,RadialL,right,1.56447196007,N,1.94869497765
MK,ConcentricR,left,2.31632781029,N,1.95999398118
MK,RadialR,right,1.34098601341,N,1.93488341028
MK,SpiralR,left,1.71799492836,N,2.08601032721
MK,ConcentricL,right,1.28801202774,N,1.94436649389
MK,RadialL,right,1.65206098557,N,1.92859846751
MK,SpiralL,right,2.02479195595,N,2.08439931744
MK,ConcentricL,right,0.293832063675,Y,1.94436649389
MK,RadialL,right,1.9152700901,N,1.92830872017
MK,SpiralL,right,1.22074604034,N,2.06225436162
MK,RadialR,right,1.31559491158,N,1.91527225616
MK,SpiralR,right,1.80603098869,N,2.05584877729
MK,ConcentricR,right,1.81236004829,N,1.9413663474
MK,ConcentricL,right,1.5779531002,N,1.93329049746
MK,SpiralR,left,0.928479909897,Y,2.05584877729
MK,SpiralR,right,1.86086702347,N,2.05109312476
MK,RadialR,right,1.64860892296,N,1.90971677005
MK,RadialL,right,1.85288310051,N,1.90855689925
MK,ConcentricR,right,2.01721310616,N,1.935114902
MK,ConcentricL,right,1.85454487801,N,1.93340064617
MK,SpiralL,right,1.65868806839,N,2.04175014723
MK,ConcentricL,right,1.25479197502,N,1.91926296552
MK,SpiralR,left,0.594513177872,Y,2.04175014723
MK,RadialR,right,1.40536189079,N,1.89849299908
MK,SpiralL,right,1.83657097816,N,2.03697853865
MK,SpiralR,left,1.62538099289,N,2.03697853865
MK,RadialL,right,1.7427508831,N,1.8954392321
MK,ConcentricR,left,2.16726016998,N,1.91926296552
