ParticipantID,StimOrientation,Direction,ResponseTime,IsOddBall,WaveSpeed
NB,SpiralR,Left,3.00007486343,N,nan
NB,ConcentricL,Left,3.00003600121,N,0.280643582344
NB,ConcentricR,Left,3.00002503395,N,0.280643582344
NB,SpiralL,Left,3.00012803078,N,nan
NB,RadialL,Left,3.00002002716,N,0.280643582344
NB,RadialR,Left,3.00011205673,N,0.280643582344
NB,ConcentricR,Left,3.00004601479,N,0.280643582344
NB,ConcentricL,right,3.19974803925,Y,0.280643582344
NB,RadialR,Left,3.00010991096,N,0.280643582344
NB,ConcentricL,Left,3.00009298325,N,0.280643582344
NB,RadialL,right,0.280004024506,N,0.280430396398
NB,SpiralL,right,0.810708045959,N,0.810708045959
NB,SpiralR,Left,3.00008893013,N,0.810708045959
