ParticipantID,StimOrientation,Direction,ResponseTime,IsOddBall,WaveSpeed
ak,ConcentricL,right,1.46330118179,N,2.55699791125
ak,ConcentricR,right,1.07565593719,N,2.53521347046
ak,RadialL,right,0.960068941116,N,2.54948698229
ak,RadialR,right,3.52144694328,N,2.56378051113
ak,SpiralR,left,2.09494996071,N,1.66715657711
ak,SpiralL,left,1.24097204208,N,1.66715657711
ak,ConcentricL,right,1.24598193169,N,2.5165289554
ak,RadialL,right,0.038006067276,Y,2.56378051113
ak,SpiralR,left,0.976022005081,N,1.66715657711
ak,RadialL,right,4.09662294388,N,2.58599561885
ak,ConcentricR,left,4.07063508034,N,2.5165289554
ak,SpiralL,left,1.24599909782,N,1.66715657711
ak,RadialR,right,2.64329886436,N,2.58681423664
ak,SpiralL,right,0.806129932404,Y,1.66715657711
ak,SpiralL,left,1.37890505791,N,1.66715657711
ak,RadialL,right,2.68290090561,N,2.58816757001
ak,SpiralR,left,1.66026997566,N,1.66715657711
ak,ConcentricR,right,1.00801992416,N,2.49497882639
ak,RadialR,left,1.19126987457,N,2.58816757001
ak,SpiralL,right,0.672622919083,Y,1.66715657711
ak,ConcentricL,left,4.00162696838,N,2.49497882639
ak,ConcentricR,right,1.61151695251,N,2.4825357014
ak,SpiralL,left,0.753665924072,N,1.66715657711
ak,SpiralR,left,0.595176935196,N,1.66715657711
ak,RadialL,right,1.98004579544,N,2.57972143425
ak,RadialL,right,0.672465801239,Y,2.57972143425
ak,ConcentricL,right,1.14135098457,N,2.46390813589
ak,RadialR,right,2.19094514847,N,2.5743957317
ak,ConcentricR,left,1.69242691994,N,2.46390813589
ak,SpiralR,left,1.00691008568,N,1.66715657711
ak,RadialR,right,2.57417416573,N,2.57439273757
ak,RadialR,right,0.605856895447,Y,2.57439273757
ak,RadialL,right,3.23305892944,N,2.58317495346
ak,SpiralL,left,1.04319000244,N,1.66715657711
ak,ConcentricL,left,2.95313286781,N,2.46390813589
