ParticipantID,StimOrientation,Direction,ResponseTime,IsOddBall,WaveSpeed
ak,RadialR,right,3.60328197479,N,2.51291866081
ak,RadialL,right,3.81339788437,N,2.5424750068
ak,SpiralL,left,2.15127801895,N,1.66715657711
ak,SpiralR,left,1.86278581619,N,1.66715657711
ak,ConcentricL,right,2.85056996346,N,2.49541373031
ak,RadialL,right,0.839517116547,Y,2.5424750068
ak,ConcentricR,right,2.03241896629,N,2.48489112204
ak,RadialL,left,2.49318289757,N,2.5424750068
ak,SpiralL,left,2.45407414436,N,1.66715657711
ak,ConcentricL,right,1.92845821381,N,2.4725259463
ak,SpiralR,left,1.16112685204,N,1.66715657711
ak,ConcentricR,left,4.00225806236,N,2.4725259463
ak,RadialL,right,0.538870096207,Y,2.5424750068
ak,RadialR,right,2.55650115013,N,2.54278669887
ak,SpiralR,left,1.36249804497,N,1.66715657711
ak,ConcentricL,right,1.92316794395,N,2.46058338103
ak,SpiralL,left,2.89180588722,N,1.66715657711
ak,RadialL,right,1.33220982552,N,2.51646981032
ak,RadialR,right,5.95826601982,N,2.58969951691
ak,ConcentricR,right,0.673012018204,Y,2.46058338103
ak,ConcentricR,left,4.67315387726,N,2.46058338103
ak,ConcentricL,left,2.95920586586,N,2.46058338103
ak,RadialR,left,3.61274504662,N,2.58969951691
ak,ConcentricR,left,3.15094089508,N,2.46058338103
ak,RadialL,right,2.6676299572,N,2.59132306774
ak,SpiralL,left,1.08583307266,N,1.66715657711
ak,SpiralR,left,5.63389396667,N,1.66715657711
ak,SpiralR,right,0.973193883896,Y,1.66715657711
ak,ConcentricR,left,7.01274991035,N,2.46058338103
ak,SpiralR,left,1.76034808159,N,1.66715657711
ak,SpiralL,left,2.38391709328,N,1.66715657711
ak,RadialR,right,3.24591493607,N,2.60468208547
ak,ConcentricL,left,3.8553621769,N,2.46058338103
ak,SpiralR,right,0.973072052002,Y,1.66715657711
ak,RadialL,right,1.58937716484,N,2.58437598705
