26.8650 	INFO 	Loaded monitor calibration from ['2024_07_05 16:35']
26.8725 	WARNING 	User requested fullscreen with size [1536  864], but screen is actually [1920, 1080]. Using actual size
27.3404 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B1C6E15CC0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B1C6E15C60>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B1D148D360>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
27.3405 	EXP 	window1: backgroundImage = ''
27.3405 	EXP 	window1: backgroundFit = 'none'
27.4584 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
27.4584 	EXP 	window1: recordFrameIntervals = False
27.6203 	EXP 	window1: recordFrameIntervals = True
27.8044 	EXP 	Screen (0) actual frame rate measured at 60.22Hz
27.8045 	EXP 	window1: recordFrameIntervals = False
31.2654 	INFO 	keyboard.Keyboard is using iohub backend.
31.2655 	INFO 	keyboard.Keyboard is using iohub backend.
31.2655 	INFO 	keyboard.Keyboard is using iohub backend.
31.2656 	INFO 	keyboard.Keyboard is using iohub backend.
31.2656 	INFO 	keyboard.Keyboard is using iohub backend.
31.2657 	EXP 	ContrastSen: status = STARTED
31.3789 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Instructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
