ParticipantID,StimOrientation,Direction,ResponseTime,IsOddBall,WaveSpeed
ms,RadialR,left,3.4729487896,N,1.78092778723
ms,SpiralR,left,2.70468401909,N,2.03875610034
ms,ConcentricL,right,2.75273513794,N,1.8007605903
ms,RadialL,right,1.86315107346,N,1.78260581347
ms,ConcentricR,left,2.21861410141,N,1.8007605903
ms,SpiralL,left,0.0380589962006,Y,2.03875610034
ms,SpiralL,left,2.10082602501,N,2.03875610034
ms,RadialL,right,1.99039983749,N,1.78676169396
ms,RadialR,right,1.73256111145,N,1.78569893744
ms,SpiralL,left,2.86160111427,N,2.03875610034
ms,ConcentricR,right,1.36715292931,N,1.79208843708
ms,SpiralR,left,1.95898294449,N,2.03875610034
ms,SpiralR,left,0.0380358695984,Y,2.03875610034
ms,ConcentricL,left,3.38781499863,N,1.79208843708
ms,SpiralR,left,4.03897285461,N,2.03875610034
ms,SpiralL,left,3.70283985138,N,2.03875610034
ms,ConcentricR,right,2.32564711571,N,1.80255037196
ms,RadialL,right,2.59754800797,N,1.80131141956
ms,ConcentricL,left,4.49062490463,N,1.80255037196
ms,RadialR,right,1.89561605453,N,1.8030907523
ms,ConcentricL,right,0.739371061325,Y,1.80255037196
ms,SpiralL,left,2.72171592712,N,2.03875610034
ms,ConcentricL,right,1.24885010719,N,1.79190228994
ms,ConcentricR,right,1.01423192024,N,1.7772292641
ms,RadialR,right,2.1654779911,N,1.80980162709
ms,SpiralR,left,2.74849700928,N,2.03875610034
ms,RadialL,right,2.01893901825,N,1.81360412511
ms,SpiralL,left,2.95157599449,N,2.03875610034
ms,SpiralL,right,0.639162063599,Y,2.03875610034
ms,RadialL,right,1.20170593262,N,1.80267737167
ms,RadialR,right,1.52853703499,N,1.79786789208
ms,ConcentricL,right,1.35397911072,N,1.76939129829
ms,ConcentricR,left,2.19469118118,N,1.76939129829
ms,SpiralR,right,3.19224715233,N,2.11084929109
ms,SpiralR,right,0.505619049072,Y,2.11084929109
