ParticipantID,StimOrientation,Direction,ResponseTime,IsOddBall,WaveSpeed
MS,SpiralL,left,2.5459189415,N,2.11084929109
MS,SpiralR,left,1.94479703903,N,2.11084929109
MS,ConcentricL,left,2.71285104752,N,1.7618677545
MS,RadialL,right,1.53675484657,N,1.75855727056
MS,RadialR,right,1.93737101555,N,1.76114877411
MS,ConcentricR,left,3.61766695976,N,1.7618677545
MS,RadialL,right,0.572345018387,Y,1.76114877411
MS,RadialL,right,1.38654303551,N,1.75579726355
MS,SpiralR,left,2.25764799118,N,2.11084929109
MS,ConcentricR,left,1.54043078423,N,1.7618677545
MS,SpiralL,left,1.97335100174,N,2.11084929109
MS,RadialR,left,2.1798119545,N,1.75579726355
MS,ConcentricL,left,2.62616086006,N,1.7618677545
MS,ConcentricR,left,2.66939496994,N,1.7618677545
MS,SpiralR,left,0.0379259586334,Y,2.11084929109
MS,SpiralR,left,2.1326379776,N,2.11084929109
MS,RadialL,right,1.27706599236,N,1.74905456959
MS,ConcentricL,left,3.96914219856,N,1.7618677545
MS,RadialR,right,2.14852190018,N,1.75460272696
MS,SpiralL,left,2.62020802498,N,2.11084929109
MS,SpiralL,left,2.83972597122,N,2.11084929109
MS,SpiralR,left,0.0379428863525,Y,2.11084929109
MS,ConcentricR,left,2.59932589531,N,1.7618677545
MS,RadialR,right,2.14792513847,N,1.7599907052
MS,RadialL,right,1.32342815399,N,1.75409121127
MS,ConcentricL,left,3.0774128437,N,1.7618677545
MS,SpiralR,left,2.64591503143,N,2.11084929109
MS,SpiralR,left,2.48075294495,N,2.11084929109
MS,ConcentricL,left,2.65024399757,N,1.7618677545
MS,ConcentricL,left,0.0380380153656,Y,1.7618677545
MS,RadialR,right,1.76213479042,N,1.75419845899
MS,RadialL,right,1.56194901466,N,1.75166886104
MS,SpiralL,left,2.81003093719,N,2.11084929109
MS,ConcentricR,left,2.1418170929,N,1.7618677545
