ParticipantID,StimOrientation,Direction,ResponseTime,IsOddBall,WaveSpeed
LB,ConcentricL,left,1.44903087616,N,1.90248592694
LB,SpiralL,left,0.651789903641,N,0.667490005493
LB,RadialR,left,0.784240007401,N,1.90248592694
LB,ConcentricR,left,0.879285097122,N,1.90248592694
LB,RadialL,left,0.689882993698,N,1.90248592694
LB,SpiralR,left,0.572834014893,N,0.667490005493
LB,RadialR,left,0.740764141083,N,1.90248592694
LB,ConcentricR,right,0.602252006531,Y,1.90248592694
LB,ConcentricR,left,0.916392087936,N,1.90248592694
LB,RadialL,left,0.557656049728,N,1.90248592694
LB,SpiralL,left,1.12638401985,N,0.667490005493
LB,SpiralR,left,0.783092021942,N,0.667490005493
LB,ConcentricL,left,0.989984989166,N,1.90248592694
LB,ConcentricR,right,0.651919126511,Y,1.90248592694
LB,SpiralR,left,1.08871912956,N,0.667490005493
LB,RadialL,left,1.29133296013,N,1.90248592694
LB,RadialR,left,0.677127122879,N,1.90248592694
LB,SpiralL,left,0.840773105621,N,0.667490005493
LB,ConcentricR,left,1.76570296288,N,1.90248592694
LB,ConcentricL,left,1.45926094055,N,1.90248592694
LB,RadialR,left,0.601808786392,Y,1.90248592694
LB,RadialL,left,0.708549976349,N,1.90248592694
LB,SpiralR,right,0.991058111191,N,0.829274058342
LB,ConcentricL,left,0.789493083954,N,1.90248592694
LB,ConcentricR,left,1.57228398323,N,1.90248592694
LB,SpiralL,left,1.4662899971,N,0.829274058342
LB,RadialR,left,1.29259300232,N,1.90248592694
LB,ConcentricR,left,0.782315969467,N,1.90248592694
LB,SpiralL,right,0.652309894562,Y,0.829274058342
LB,RadialR,left,0.977808952332,N,1.90248592694
LB,SpiralL,left,0.896853923798,N,0.829274058342
LB,ConcentricL,left,1.60289502144,N,1.90248592694
LB,RadialL,left,0.943487167358,N,1.90248592694
LB,SpiralR,left,0.783985853195,N,0.829274058342
LB,RadialL,left,0.301254987717,Y,1.90248592694
